Player_ID,Player_Name_Full,Rk_Sal,Player_In_Salary_Table,Salary_Value,Tm_ID,Season_End_Year
mournal01,Alonzo Mourning,1,Alonzo Mourning,15004800.0,MIA,2000
mashbja01,Jamal Mashburn,2,Jamal Mashburn,5600000.0,MIA,2000
brownpj01,P.J. Brown,3,P.J. Brown,5124800.0,MIA,2000
hardati01,Tim Hardaway,4,Tim Hardaway,4800000.0,MIA,2000
majerda01,Dan Majerle,5,Dan Majerle,3600000.0,MIA,2000
lenarvo01,Voshon Lenard,6,Voshon Lenard,3308516.0,MIA,2000
stricma01,Mark Strickland,7,Mark Strickland,2302400.0,MIA,2000
thorpot01,Otis Thorpe,8,Otis Thorpe,2000000.0,MIA,2000
weathcl01,Clarence Weatherspoon,9,Clarence Weatherspoon,1925000.0,MIA,2000
askinke01,Keith Askins,10,Keith Askins,1752400.0,MIA,2000
causwdu01,Duane Causwell,11,Duane Causwell,1696387.0,MIA,2000
waltere01,Rex Walters,12,Rex Walters,1100000.0,MIA,2000
jamesti01,Tim James,13,Tim James,728520.0,MIA,2000
anderwi01,Willie Anderson,14,Willie Anderson,510000.0,MIA,2000
edwarbl01,Blue Edwards,15,Blue Edwards,510000.0,MIA,2000
pincked01,Ed Pinckney,16,Ed Pinckney,510000.0,MIA,2000
mccasam01,Amal McCaskill,17,Amal McCaskill,485000.0,MIA,2000
cartean01,Anthony Carter,18,Anthony Carter,385000.0,MIA,2000
buforro01,Rodney Buford,19,Rodney Buford,301875.0,MIA,2000
jamisha01,Harold Jamison,20,Harold Jamison,301875.0,MIA,2000
watsoja01,Jamie Watson,21,Jamie Watson,250000.0,MIA,2000
,Corey Brewer,22,Corey Brewer,100000.0,MIA,2000
davisma02,Mark Davis,23,Mark Davis,100000.0,MIA,2000
,Jermaine Walker,24,Jermaine Walker,100000.0,MIA,2000
ewingpa01,Patrick Ewing,1,Patrick Ewing,15000000.0,NYK,2000
johnsla02,Larry Johnson,2,Larry Johnson,11910714.0,NYK,2000
sprewla01,Latrell Sprewell,3,Latrell Sprewell,9000000.0,NYK,2000
houstal01,Allan Houston,4,Allan Houston,8000000.0,NYK,2000
dudlech02,Chris Dudley,5,Chris Dudley,7100000.0,NYK,2000
cambyma01,Marcus Camby,6,Marcus Camby,5250000.0,NYK,2000
wardch01,Charlie Ward,7,Charlie Ward,4540000.0,NYK,2000
childch01,Chris Childs,8,Chris Childs,4160000.0,NYK,2000
wallajo01,John Wallace,9,John Wallace,2000000.0,NYK,2000
thomaku01,Kurt Thomas,10,Kurt Thomas,1925000.0,NYK,2000
,Frederic Weis,11,Frederic Weis,947200.0,NYK,2000
turkcmi01,Mirsad Turkcan,12,Mirsad Turkcan,830745.0,NYK,2000
langan01,Andrew Lang,13,Andrew Lang,510000.0,NYK,2000
wingada01,David Wingate,14,David Wingate,510000.0,NYK,2000
brunsri01,Rick Brunson,15,Rick Brunson,485000.0,NYK,2000
johnsde02,DeMarco Johnson,16,DeMarco Johnson,111871.0,NYK,2000
oliveji01,Jimmy Oliver,17,Jimmy Oliver,7471.0,NYK,2000
iversal01,Allen Iverson,1,Allen Iverson,9000000.0,PHI,2000
ratlith01,Theo Ratliff,2,Theo Ratliff,7031250.0,PHI,2000
geigema01,Matt Geiger,3,Matt Geiger,6889520.0,PHI,2000
hillty01,Tyrone Hill,4,Tyrone Hill,6422400.0,PHI,2000
kukocto01,Toni Kukoc,5,Toni Kukoc,4500000.0,PHI,2000
snower01,Eric Snow,6,Eric Snow,3000000.0,PHI,2000
lynchge01,George Lynch,7,George Lynch,2000000.0,PHI,2000
mckieaa01,Aaron McKie,8,Aaron McKie,1624000.0,PHI,2000
mohamna01,Nazr Mohammed,9,Nazr Mohammed,690960.0,PHI,2000
jonesju01,Jumaine Jones,10,Jumaine Jones,684000.0,PHI,2000
mahorri01,Rick Mahorn,11,Rick Mahorn,510000.0,PHI,2000
honeyje01,Jerald Honeycutt,12,Jerald Honeycutt,460000.0,PHI,2000
ollieke01,Kevin Ollie,13,Kevin Ollie,422235.0,PHI,2000
maccuto01,Todd MacCulloch,14,Todd MacCulloch,301875.0,PHI,2000
rhodero01,Rodrick Rhodes,15,Rodrick Rhodes,122000.0,PHI,2000
roberst01,Stanley Roberts,16,Stanley Roberts,102824.0,PHI,2000
overtdo01,Doug Overton,17,Doug Overton,100000.0,PHI,2000
shawca01,Casey Shaw,18,Casey Shaw,25000.0,PHI,2000
goodrst01,Steve Goodrich,19,Steve Goodrich,4529.0,PHI,2000
armstda01,Darrell Armstrong,1,Darrell Armstrong,4125000.0,ORL,2000
gilliar01,Armen Gilliam,2,Armen Gilliam,3707200.0,ORL,2000
stronde01,Derek Strong,3,Derek Strong,3159000.0,ORL,2000
billuch01,Chauncey Billups,4,Chauncey Billups,3100080.0,ORL,2000
wilkige01,Gerald Wilkins,5,Gerald Wilkins,3000000.0,ORL,2000
mercero01,Ron Mercer,6,Ron Mercer,2298840.0,ORL,2000
outlabo01,Bo Outlaw,7,Bo Outlaw,2000000.0,ORL,2000
daviste01,Terry Davis,8,Terry Davis,1925000.0,ORL,2000
dareyi01,Yinka Dare,9,Yinka Dare,1893500.0,ORL,2000
smithmi02,Michael Smith,10,Michael Smith,1660000.0,ORL,2000
doleami01,Michael Doleac,11,Michael Doleac,1357320.0,ORL,2000
maggeco01,Corey Maggette,12,Corey Maggette,1259400.0,ORL,2000
grantha01,Harvey Grant,13,Harvey Grant,1200000.0,ORL,2000
taylojo01,Johnny Taylor,14,Johnny Taylor,1172400.0,ORL,2000
harprma01,Matt Harpring,15,Matt Harpring,1163760.0,ORL,2000
legleti01,Tim Legler,16,Tim Legler,1119000.0,ORL,2000
johnsan02,Anthony Johnson,17,Anthony Johnson,1100000.0,ORL,2000
parkean01,Anthony Parker,18,Anthony Parker,980280.0,ORL,2000
garripa01,Pat Garrity,19,Pat Garrity,952800.0,ORL,2000
wallabe01,Ben Wallace,20,Ben Wallace,893750.0,ORL,2000
rhodero01,Rodrick Rhodes,21,Rodrick Rhodes,600000.0,ORL,2000
willimo01,Monty Williams,22,Monty Williams,510000.0,ORL,2000
mcinnje01,Jeff McInnis,23,Jeff McInnis,460000.0,ORL,2000
amaecjo01,John Amaechi,24,John Amaechi,385000.0,ORL,2000
atkinch01,Chucky Atkins,25,Chucky Atkins,385000.0,ORL,2000
ndiayma01,Makhtar N'Diaye,26,Makhtar N'Diaye,385000.0,ORL,2000
simonmi01,Miles Simon,27,Miles Simon,385000.0,ORL,2000
wilkido01,Dominique Wilkins,28,Dominique Wilkins,250000.0,ORL,2000
boykiea01,Earl Boykins,29,Earl Boykins,88324.0,ORL,2000
garriki01,Kiwane Garris,30,Kiwane Garris,61147.0,ORL,2000
,Louis Bullock,31,Louis Bullock,10000.0,ORL,2000
walkean02,Antoine Walker,1,Antoine Walker,9000000.0,BOS,2000
anderke01,Kenny Anderson,2,Kenny Anderson,6680000.0,BOS,2000
potapvi01,Vitaly Potapenko,3,Vitaly Potapenko,3810000.0,BOS,2000
barroda01,Dana Barros,4,Dana Barros,3500000.0,BOS,2000
willier01,Eric Williams,5,Eric Williams,3336000.0,BOS,2000
minorgr01,Greg Minor,6,Greg Minor,2880000.0,BOS,2000
ellispe01,Pervis Ellison,7,Pervis Ellison,2750000.0,BOS,2000
battito01,Tony Battie,8,Tony Battie,2530920.0,BOS,2000
mccarwa01,Walter McCarty,9,Walter McCarty,2500000.0,BOS,2000
radjadi01,Dino Radja,10,Dino Radja,2270500.0,BOS,2000
cheanca01,Calbert Cheaney,11,Calbert Cheaney,2000000.0,BOS,2000
fortsda01,Danny Fortson,12,Danny Fortson,1678800.0,BOS,2000
piercpa01,Paul Pierce,13,Paul Pierce,1503960.0,BOS,2000
washier01,Eric Washington,14,Eric Washington,550000.0,BOS,2000
overtdo01,Doug Overton,15,Doug Overton,492000.0,BOS,2000
griffad01,Adrian Griffin,16,Adrian Griffin,385000.0,BOS,2000
conloma01,Marty Conlon,17,Marty Conlon,229059.0,BOS,2000
turnewa01,Wayne Turner,18,Wayne Turner,30000.0,BOS,2000
thomaja01,Jamel Thomas,19,Jamel Thomas,26636.0,BOS,2000
willija01,Jayson Williams,1,Jayson Williams,12375000.0,NJN,2000
marbust01,Stephon Marbury,2,Stephon Marbury,9000000.0,NJN,2000
kittlke01,Kerry Kittles,3,Kerry Kittles,7166666.0,NJN,2000
gillke01,Kendall Gill,4,Kendall Gill,5600000.0,NJN,2000
mcilvji01,Jim McIlvaine,5,Jim McIlvaine,4800000.0,NJN,2000
vanhoke01,Keith Van Horn,6,Keith Van Horn,3451920.0,NJN,2000
feickja01,Jamie Feick,7,Jamie Feick,2000000.0,NJN,2000
perryel01,Elliot Perry,8,Elliot Perry,2000000.0,NJN,2000
harrilu01,Lucious Harris,9,Lucious Harris,1920000.0,NJN,2000
newmajo01,Johnny Newman,10,Johnny Newman,1100000.0,NJN,2000
burresc01,Scott Burrell,11,Scott Burrell,1000000.0,NJN,2000
douglsh01,Sherman Douglas,12,Sherman Douglas,1000000.0,NJN,2000
cagemi01,Michael Cage,13,Michael Cage,510000.0,NJN,2000
haleyja01,Jack Haley,14,Jack Haley,510000.0,NJN,2000
muresgh01,Gheorghe Muresan,15,Gheorghe Muresan,510000.0,NJN,2000
eschmev01,Evan Eschmeyer,16,Evan Eschmeyer,301875.0,NJN,2000
howarju01,Juwan Howard,1,Juwan Howard,15000000.0,WAS,2000
richmmi01,Mitch Richmond,2,Mitch Richmond,10000000.0,WAS,2000
stricro02,Rod Strickland,3,Rod Strickland,10000000.0,WAS,2000
austiis01,Isaac Austin,4,Isaac Austin,4819451.0,WAS,2000
murratr01,Tracy Murray,5,Tracy Murray,2720000.0,WAS,2000
smithmi02,Michael Smith,6,Michael Smith,2000000.0,WAS,2000
hamilri01,Richard Hamilton,7,Richard Hamilton,1836240.0,WAS,2000
whitnch01,Chris Whitney,8,Chris Whitney,1680000.0,WAS,2000
willilo01,Lorenzo Williams,9,Lorenzo Williams,1540000.0,WAS,2000
williaa01,Aaron Williams,10,Aaron Williams,1100000.0,WAS,2000
cokerjo01,John Coker,11,John Coker,510000.0,WAS,2000
jordare01,Reggie Jordan,12,Reggie Jordan,510000.0,WAS,2000
kingge02,Gerard King,13,Gerard King,460000.0,WAS,2000
whiteja01,Jahidi White,14,Jahidi White,385000.0,WAS,2000
boothca01,Calvin Booth,15,Calvin Booth,301875.0,WAS,2000
profila01,Laron Profit,16,Laron Profit,301875.0,WAS,2000
lawsoja01,Jason Lawson,17,Jason Lawson,25000.0,WAS,2000
kernejo01,Jonathan Kerner,18,Jonathan Kerner,5000.0,WAS,2000
smitsri01,Rik Smits,1,Rik Smits,12250000.0,IND,2000
millere01,Reggie Miller,2,Reggie Miller,9031850.0,IND,2000
mckeyde01,Derrick McKey,3,Derrick McKey,4800000.0,IND,2000
davisda01,Dale Davis,4,Dale Davis,4490000.0,IND,2000
mullich01,Chris Mullin,5,Chris Mullin,4079100.0,IND,2000
jacksma01,Mark Jackson,6,Mark Jackson,4000000.0,IND,2000
besttr01,Travis Best,7,Travis Best,3250000.0,IND,2000
roseja01,Jalen Rose,8,Jalen Rose,2437500.0,IND,2000
bendejo01,Jonathan Bender,9,Jonathan Bender,2214600.0,IND,2000
perkisa01,Sam Perkins,10,Sam Perkins,1925000.0,IND,2000
croshau01,Austin Croshere,11,Austin Croshere,1515120.0,IND,2000
tabakza01,Zan Tabak,12,Zan Tabak,1100000.0,IND,2000
fosteje01,Jeff Foster,13,Jeff Foster,857760.0,IND,2000
harrial01,Al Harrington,14,Al Harrington,745800.0,IND,2000
thompla01,LaSalle Thompson,15,LaSalle Thompson,510000.0,IND,2000
popema01,Mark Pope,16,Mark Pope,460000.0,IND,2000
scottbr01,Brent Scott,17,Brent Scott,385000.0,IND,2000
,Mate Skelin,18,Mate Skelin,385000.0,IND,2000
,Shannon Smith,19,Shannon Smith,301875.0,IND,2000
butlemi02,Mitchell Butler,20,Mitchell Butler,150000.0,IND,2000
caldwad01,Adrian Caldwell,21,Adrian Caldwell,50000.0,IND,2000
deherte01,Terry Dehere,22,Terry Dehere,50000.0,IND,2000
campbel01,Elden Campbell,1,Elden Campbell,7975000.0,CHH,2000
colemde01,Derrick Coleman,2,Derrick Coleman,7370000.0,CHH,2000
masonan01,Anthony Mason,3,Anthony Mason,4860100.0,CHH,2000
phillbo01,Bobby Phills,4,Bobby Phills,4060000.0,CHH,2000
davisba01,Baron Davis,5,Baron Davis,2712480.0,CHH,2000
wesleda01,David Wesley,6,David Wesley,2520000.0,CHH,2000
jonesed02,Eddie Jones,7,Eddie Jones,2500000.0,CHH,2000
ellisda01,Dale Ellis,8,Dale Ellis,2095250.0,CHH,2000
recasel01,Eldridge Recasner,9,Eldridge Recasner,1100000.0,CHH,2000
davisri01,Ricky Davis,10,Ricky Davis,878160.0,CHH,2000
robined01,Eddie Robinson,11,Eddie Robinson,600000.0,CHH,2000
brownch01,Chucky Brown,12,Chucky Brown,510000.0,CHH,2000
fulleto02,Todd Fuller,13,Todd Fuller,485000.0,CHH,2000
hawkimi01,Michael Hawkins,14,Michael Hawkins,465029.0,CHH,2000
millebr01,Brad Miller,15,Brad Miller,385000.0,CHH,2000
hoodde01,Derek Hood,16,Derek Hood,49721.0,CHH,2000
,Tyrone Grant,17,Tyrone Grant,37290.0,CHH,2000
miskija01,Jason Miskiri,18,Jason Miskiri,15982.0,CHH,2000
oaklech01,Charles Oakley,1,Charles Oakley,5236000.0,TOR,2000
davisan01,Antonio Davis,2,Antonio Davis,4200000.0,TOR,2000
brownde01,Dee Brown,3,Dee Brown,4000000.0,TOR,2000
stewami01,Michael Stewart,4,Michael Stewart,3200000.0,TOR,2000
chrisdo01,Doug Christie,5,Doug Christie,2742600.0,TOR,2000
willike02,Kevin Willis,6,Kevin Willis,2625000.0,TOR,2000
cartevi01,Vince Carter,7,Vince Carter,2267280.0,TOR,2000
curryde01,Dell Curry,8,Dell Curry,2100000.0,TOR,2000
willial02,Alvin Williams,9,Alvin Williams,1925000.0,TOR,2000
mcgratr01,Tracy McGrady,10,Tracy McGrady,1767120.0,TOR,2000
tylerbj01,B.J. Tyler,11,B.J. Tyler,1614000.0,TOR,2000
radojal01,Aleksandar Radojevic,12,Aleksandar Radojevic,1325760.0,TOR,2000
thomajo02,John Thomas,13,John Thomas,832560.0,TOR,2000
boguemu01,Muggsy Bogues,14,Muggsy Bogues,510000.0,TOR,2000
marksse01,Sean Marks,15,Sean Marks,385000.0,TOR,2000
hillgr01,Grant Hill,1,Grant Hill,6939000.0,DET,2000
laettch01,Christian Laettner,2,Christian Laettner,6062500.0,DET,2000
delebi01,Bison Dele,3,Bison Dele,5770000.0,DET,2000
stackje01,Jerry Stackhouse,4,Jerry Stackhouse,4781250.0,DET,2000
vaughlo01,Loy Vaught,5,Loy Vaught,4180000.0,DET,2000
willije01,Jerome Williams,6,Jerome Williams,2550000.0,DET,2000
hunteli01,Lindsey Hunter,7,Lindsey Hunter,2350000.0,DET,2000
currymi01,Michael Curry,8,Michael Curry,2000000.0,DET,2000
montrer01,Eric Montross,9,Eric Montross,2000000.0,DET,2000
buechju01,Jud Buechler,10,Jud Buechler,1100000.0,DET,2000
harpede01,Derek Harper,11,Derek Harper,1100000.0,DET,2000
reiddo01,Don Reid,12,Don Reid,1000000.0,DET,2000
dumarjo01,Joe Dumars,13,Joe Dumars,510000.0,DET,2000
millste01,Terry Mills,14,Terry Mills,510000.0,DET,2000
crottjo01,John Crotty,15,John Crotty,477000.0,DET,2000
mooremi01,Mikki Moore,16,Mikki Moore,460000.0,DET,2000
jacksje01,Jermaine Jackson,17,Jermaine Jackson,302875.0,DET,2000
brownma01,Marcus Brown,18,Marcus Brown,43294.0,DET,2000
richapo01,Pooh Richardson,19,Pooh Richardson,5882.0,DET,2000
allenra02,Ray Allen,1,Ray Allen,9000000.0,MIL,2000
robingl01,Glenn Robinson,2,Glenn Robinson,7250000.0,MIL,2000
mannida01,Danny Manning,3,Danny Manning,6833333.0,MIL,2000
willisc01,Scott Williams,4,Scott Williams,3750000.0,MIL,2000
cassesa01,Sam Cassell,5,Sam Cassell,3500000.0,MIL,2000
johnser02,Ervin Johnson,6,Ervin Johnson,2951029.0,MIL,2000
thomati01,Tim Thomas,7,Tim Thomas,2098560.0,MIL,2000
traylro01,Robert Traylor,8,Robert Traylor,2059320.0,MIL,2000
reidjr01,J.R. Reid,9,J.R. Reid,2000000.0,MIL,2000
delnevi01,Vinny Del Negro,10,Vinny Del Negro,1925000.0,MIL,2000
grantpa01,Paul Grant,11,Paul Grant,1021080.0,MIL,2000
allenje01,Jerome Allen,12,Jerome Allen,510000.0,MIL,2000
piercri01,Ricky Pierce,13,Ricky Pierce,510000.0,MIL,2000
workmha01,Haywoode Workman,14,Haywoode Workman,510000.0,MIL,2000
hamda01,Darvin Ham,15,Darvin Ham,460000.0,MIL,2000
alstora01,Rafer Alston,16,Rafer Alston,301875.0,MIL,2000
kempsh01,Shawn Kemp,1,Shawn Kemp,10780000.0,CLE,2000
ilgauzy01,Zydrunas Ilgauskas,2,Zydrunas Ilgauskas,9000000.0,CLE,2000
persowe01,Wesley Person,3,Wesley Person,4900000.0,CLE,2000
ferryda01,Danny Ferry,4,Danny Ferry,4000000.0,CLE,2000
surabo01,Bob Sura,5,Bob Sura,3760000.0,CLE,2000
murrala01,Lamond Murray,6,Lamond Murray,3000000.0,CLE,2000
hendece02,Cedric Henderson,7,Cedric Henderson,2400000.0,CLE,2000
bryanma01,Mark Bryant,8,Mark Bryant,2000000.0,CLE,2000
millean02,Andre Miller,9,Andre Miller,1682280.0,CLE,2000
declean01,Andrew DeClercq,10,Andrew DeClercq,1680000.0,CLE,2000
langdtr01,Trajan Langdon,11,Trajan Langdon,1394280.0,CLE,2000
knighbr01,Brevin Knight,12,Brevin Knight,1234080.0,CLE,2000
stackry01,Ryan Stack,13,Ryan Stack,385000.0,CLE,2000
benjabe01,Benoit Benjamin,14,Benoit Benjamin,123529.0,CLE,2000
bramlaj01,A.J. Bramlett,15,A.J. Bramlett,118974.0,CLE,2000
hendrma01,Mark Hendrickson,16,Mark Hendrickson,62764.0,CLE,2000
davidko01,Kornel David,17,Kornel David,27059.0,CLE,2000
mutomdi01,Dikembe Mutombo,1,Dikembe Mutombo,12820249.0,ATL,2000
rideris01,Isaiah Rider,2,Isaiah Rider,5410000.0,ATL,2000
hendeal01,Alan Henderson,3,Alan Henderson,5318437.0,ATL,2000
wrighlo02,Lorenzen Wright,4,Lorenzen Wright,4400000.0,ATL,2000
colesbi01,Bimbo Coles,5,Bimbo Coles,2300000.0,ATL,2000
crawfch01,Chris Crawford,6,Chris Crawford,2000000.0,ATL,2000
ellisla01,LaPhonso Ellis,7,LaPhonso Ellis,1925000.0,ATL,2000
jacksji01,Jim Jackson,8,Jim Jackson,1925000.0,ATL,2000
ferredu01,Duane Ferrell,9,Duane Ferrell,1625000.0,ATL,2000
terryja01,Jason Terry,10,Jason Terry,1468920.0,ATL,2000
pollasc01,Scot Pollard,11,Scot Pollard,1063680.0,ATL,2000
bowdlca01,Cal Bowdler,12,Cal Bowdler,1025880.0,ATL,2000
mcleoro01,Roshown McLeod,13,Roshown McLeod,914760.0,ATL,2000
glovedi01,Dion Glover,14,Dion Glover,893400.0,ATL,2000
rentzef01,Efthimi Rentzias,15,Efthimi Rentzias,658700.0,ATL,2000
sheppje01,Jeffrey Sheppard,16,Jeffrey Sheppard,385000.0,ATL,2000
willibr01,Brandon Williams,17,Brandon Williams,35176.0,ATL,2000
perduwi01,Will Perdue,1,Will Perdue,5300000.0,CHI,2000
hawkihe01,Hersey Hawkins,2,Hersey Hawkins,4164100.0,CHI,2000
starkjo01,John Starks,3,John Starks,4000000.0,CHI,2000
brandel01,Elton Brand,4,Elton Brand,3375960.0,CHI,2000
simpkdi01,Dickey Simpkins,5,Dickey Simpkins,1500000.0,CHI,2000
brownra02,Randy Brown,6,Randy Brown,1200000.0,CHI,2000
anstech01,Chris Anstey,7,Chris Anstey,1113720.0,CHI,2000
artesro01,Metta World Peace,8,Metta World Peace,1079760.0,CHI,2000
hoibefr01,Fred Hoiberg,9,Fred Hoiberg,800000.0,CHI,2000
boothke01,Keith Booth,10,Keith Booth,776880.0,CHI,2000
benjaco01,Corey Benjamin,11,Corey Benjamin,696000.0,CHI,2000
malonma01,Matt Maloney,12,Matt Maloney,600000.0,CHI,2000
armstbj01,B.J. Armstrong,13,B.J. Armstrong,510000.0,CHI,2000
bowenbr01,Bruce Bowen,14,Bruce Bowen,510000.0,CHI,2000
cottoja02,James Cotton,15,James Cotton,460000.0,CHI,2000
ruffimi01,Michael Ruffin,16,Michael Ruffin,401875.0,CHI,2000
davidko01,Kornel David,17,Kornel David,175882.0,CHI,2000
willode01,Dedric Willoughby,18,Dedric Willoughby,134956.0,CHI,2000
ketnela01,Lari Ketner,19,Lari Ketner,92338.0,CHI,2000
larueru01,Rusty LaRue,20,Rusty LaRue,40588.0,CHI,2000
reevekh01,Khalid Reeves,21,Khalid Reeves,30309.0,CHI,2000
carrch01,Chris Carr,22,Chris Carr,30000.0,CHI,2000
bastoma01,Maceo Baston,23,Maceo Baston,20000.0,CHI,2000
,Brett Robisch,24,Brett Robisch,20000.0,CHI,2000
malonka01,Karl Malone,1,Karl Malone,14000000.0,UTA,2000
stockjo01,John Stockton,2,John Stockton,11000000.0,UTA,2000
hornaje01,Jeff Hornacek,3,Jeff Hornacek,5200000.0,UTA,2000
ostergr01,Greg Ostertag,4,Greg Ostertag,5200000.0,UTA,2000
russebr01,Bryon Russell,5,Bryon Russell,4000000.0,UTA,2000
keefead01,Adam Keefe,6,Adam Keefe,3000000.0,UTA,2000
polynol01,Olden Polynice,7,Olden Polynice,2000000.0,UTA,2000
eisleho01,Howard Eisley,8,Howard Eisley,1560000.0,UTA,2000
lewisqu01,Quincy Lewis,9,Quincy Lewis,930720.0,UTA,2000
vaughja01,Jacque Vaughn,10,Jacque Vaughn,781800.0,UTA,2000
padgesc01,Scott Padgett,11,Scott Padgett,679800.0,UTA,2000
kirilan01,Andrei Kirilenko,12,Andrei Kirilenko,632400.0,UTA,2000
baileth01,Thurl Bailey,13,Thurl Bailey,510000.0,UTA,2000
chilcpe01,Pete Chilcutt,14,Pete Chilcutt,510000.0,UTA,2000
gilliar01,Armen Gilliam,15,Armen Gilliam,312000.0,UTA,2000
,Bakari Hendrix,16,Bakari Hendrix,31706.0,UTA,2000
robinda01,David Robinson,1,David Robinson,11592683.0,SAS,2000
elliose01,Sean Elliott,2,Sean Elliott,5433333.0,SAS,2000
duncati01,Tim Duncan,3,Tim Duncan,3858240.0,SAS,2000
johnsav01,Avery Johnson,4,Avery Johnson,3200000.0,SAS,2000
daniean01,Antonio Daniels,5,Antonio Daniels,2794920.0,SAS,2000
walkesa01,Samaki Walker,6,Samaki Walker,2716667.0,SAS,2000
jacksja01,Jaren Jackson,7,Jaren Jackson,2483333.0,SAS,2000
rosema01,Malik Rose,8,Malik Rose,2285000.0,SAS,2000
portete01,Terry Porter,9,Terry Porter,2000000.0,SAS,2000
kerrst01,Steve Kerr,10,Steve Kerr,1968750.0,SAS,2000
eliema01,Mario Elie,11,Mario Elie,1925000.0,SAS,2000
kerseje01,Jerome Kersey,12,Jerome Kersey,1000000.0,SAS,2000
spencfe01,Felton Spencer,13,Felton Spencer,510000.0,SAS,2000
gazean01,Andrew Gaze,14,Andrew Gaze,460000.0,SAS,2000
dialde01,Derrick Dial,15,Derrick Dial,301875.0,SAS,2000
garneke01,Kevin Garnett,1,Kevin Garnett,16806300.0,MIN,2000
brandte01,Terrell Brandon,2,Terrell Brandon,7400000.0,MIN,2000
garrede01,Dean Garrett,3,Dean Garrett,2520000.0,MIN,2000
peelean01,Anthony Peeler,4,Anthony Peeler,2495500.0,MIN,2000
smithjo02,Joe Smith,5,Joe Smith,2100000.0,MIN,2000
szczewa02,Wally Szczerbiak,6,Wally Szczerbiak,2011440.0,MIN,2000
mitchsa01,Sam Mitchell,7,Sam Mitchell,2000000.0,MIN,2000
hammoto01,Tom Hammonds,8,Tom Hammonds,1800000.0,MIN,2000
averywi01,William Avery,9,William Avery,1196520.0,MIN,2000
sealyma01,Malik Sealy,10,Malik Sealy,1100000.0,MIN,2000
nestera01,Rasho Nesterovic,11,Rasho Nesterovic,1050240.0,MIN,2000
jacksbo01,Bobby Jackson,12,Bobby Jackson,903360.0,MIN,2000
robinja02,James Robinson,13,James Robinson,510000.0,MIN,2000
pattean01,Andrae Patterson,14,Andrae Patterson,385000.0,MIN,2000
schayda01,Danny Schayes,15,Danny Schayes,211765.0,MIN,2000
roelo01,Lou Roe,16,Lou Roe,97412.0,MIN,2000
rileyer01,Eric Riley,17,Eric Riley,50206.0,MIN,2000
wintetr01,Trevor Winter,18,Trevor Winter,4529.0,MIN,2000
bradlsh01,Shawn Bradley,1,Shawn Bradley,7560000.0,DAL,2000
finlemi01,Michael Finley,2,Michael Finley,7200000.0,DAL,2000
nashst01,Steve Nash,3,Steve Nash,5500000.0,DAL,2000
packro01,Robert Pack,4,Robert Pack,4050000.0,DAL,2000
cebalce01,Cedric Ceballos,5,Cedric Ceballos,3500000.0,DAL,2000
stricer01,Erick Strickland,6,Erick Strickland,2240000.0,DAL,2000
trentga01,Gary Trent,7,Gary Trent,2000000.0,DAL,2000
williho01,Hot Rod Williams,8,Hot Rod Williams,1925000.0,DAL,2000
rooksse01,Sean Rooks,9,Sean Rooks,1920000.0,DAL,2000
nowitdi01,Dirk Nowitzki,10,Dirk Nowitzki,1583040.0,DAL,2000
davishu01,Hubert Davis,11,Hubert Davis,752500.0,DAL,2000
sesayan01,Ansu Sesay,12,Ansu Sesay,535000.0,DAL,2000
smithle01,Leon Smith,13,Leon Smith,449920.0,DAL,2000
sundobr01,Bruno Sundov,14,Bruno Sundov,385000.0,DAL,2000
jacksra02,Randell Jackson,15,Randell Jackson,115500.0,DAL,2000
hugheri02,Rick Hughes,16,Rick Hughes,115423.0,DAL,2000
jonesda01,Damon Jones,17,Damon Jones,106441.0,DAL,2000
buckngr01,Greg Buckner,18,Greg Buckner,47647.0,DAL,2000
stewake01,Kebu Stewart,19,Kebu Stewart,18941.0,DAL,2000
bowmair01,Ira Bowman,20,Ira Bowman,4529.0,DAL,2000
ollieke01,Kevin Ollie,21,Kevin Ollie,2853.0,DAL,2000
sasseja01,Jason Sasser,22,Jason Sasser,2706.0,DAL,2000
mcdyean01,Antonio McDyess,1,Antonio McDyess,9900000.0,DEN,2000
vanexni01,Nick Van Exel,2,Nick Van Exel,8354614.0,DEN,2000
stithbr01,Bryant Stith,3,Bryant Stith,5290000.0,DEN,2000
gatlich01,Chris Gatling,4,Chris Gatling,4875200.0,DEN,2000
lafrera01,Raef LaFrentz,5,Raef LaFrentz,2777160.0,DEN,2000
jonespo01,Popeye Jones,6,Popeye Jones,2531250.0,DEN,2000
mccloge01,George McCloud,7,George McCloud,2000000.0,DEN,2000
alexaco01,Cory Alexander,8,Cory Alexander,1980000.0,DEN,2000
abdulta01,Tariq Abdul-Wahad,9,Tariq Abdul-Wahad,1594920.0,DEN,2000
clarkke01,Keon Clark,10,Keon Clark,1289400.0,DEN,2000
poseyja01,James Posey,11,James Posey,974520.0,DEN,2000
schindw01,Dwayne Schintzius,12,Dwayne Schintzius,550000.0,DEN,2000
rogerro02,Roy Rogers,13,Roy Rogers,485000.0,DEN,2000
bowenry01,Ryan Bowen,14,Ryan Bowen,301875.0,DEN,2000
herrech01,Chris Herren,15,Chris Herren,301875.0,DEN,2000
olajuha01,Hakeem Olajuwon,1,Hakeem Olajuwon,14302001.0,HOU,2000
barklch01,Charles Barkley,2,Charles Barkley,9000000.0,HOU,2000
