Game_ID,Date,Start_Time_ET,Visitor_Team_Name,Visitor_Team_ID,Visitor_PTS,Home_Team_Name,Home_Team_ID,Home_PTS,Box_Score_Link,Arena,Attendance,Notes,Season_End_Year,Home_Win,Point_Differential,Game_Duration
201912030LAC,2019-12-03,10:00p,Portland Trail Blazers,POR,97,Los Angeles Clippers,LAC,117,/boxscores/201912030LAC.html,STAPLES Center,19068.0,,2020,1,20,2:11
201912040CHO,2019-12-04,7:00p,Golden State Warriors,GSW,91,Charlotte Hornets,CHO,106,/boxscores/201912040CHO.html,Spectrum Center,14355.0,,2020,1,15,2:02
201912040DET,2019-12-04,7:00p,Milwaukee Bucks,MIL,127,Detroit Pistons,DET,103,/boxscores/201912040DET.html,Little Caesars Arena,15742.0,,2020,0,-24,2:17
201912040ORL,2019-12-04,7:00p,Phoenix Suns,PHO,114,Orlando Magic,ORL,128,/boxscores/201912040ORL.html,Amway Center,15176.0,,2020,1,14,2:10
201912040ATL,2019-12-04,7:30p,Brooklyn Nets,BRK,130,Atlanta Hawks,ATL,118,/boxscores/201912040ATL.html,State Farm Arena,15694.0,,2020,0,-12,2:11
201912040BOS,2019-12-04,7:30p,Miami Heat,MIA,93,Boston Celtics,BOS,112,/boxscores/201912040BOS.html,TD Garden,19156.0,,2020,1,19,2:10
201912040CHI,2019-12-04,8:00p,Memphis Grizzlies,MEM,99,Chicago Bulls,CHI,106,/boxscores/201912040CHI.html,United Center,15017.0,,2020,1,7,2:21
201912040OKC,2019-12-04,8:00p,Indiana Pacers,IND,107,Oklahoma City Thunder,OKC,100,/boxscores/201912040OKC.html,Chesapeake Energy Arena,18203.0,,2020,0,-7,2:06
201912040DAL,2019-12-04,8:30p,Minnesota Timberwolves,MIN,114,Dallas Mavericks,DAL,121,/boxscores/201912040DAL.html,American Airlines Center,19671.0,,2020,1,7,2:12
201912040UTA,2019-12-04,9:00p,Los Angeles Lakers,LAL,121,Utah Jazz,UTA,96,/boxscores/201912040UTA.html,Vivint Smart Home Arena,18306.0,,2020,0,-25,2:11
201912040POR,2019-12-04,10:00p,Sacramento Kings,SAC,116,Portland Trail Blazers,POR,127,/boxscores/201912040POR.html,Moda Center,19393.0,,2020,1,11,2:07
201912050WAS,2019-12-05,7:00p,Philadelphia 76ers,PHI,113,Washington Wizards,WAS,119,/boxscores/201912050WAS.html,Capital One Arena,16554.0,,2020,1,6,2:17
201912050NYK,2019-12-05,7:30p,Denver Nuggets,DEN,129,New York Knicks,NYK,92,/boxscores/201912050NYK.html,Madison Square Garden (IV),18171.0,,2020,0,-37,2:05
201912050TOR,2019-12-05,7:30p,Houston Rockets,HOU,119,Toronto Raptors,TOR,109,/boxscores/201912050TOR.html,Scotiabank Arena,19800.0,,2020,0,-10,2:16
201912050NOP,2019-12-05,8:00p,Phoenix Suns,PHO,139,New Orleans Pelicans,NOP,132,/boxscores/201912050NOP.html,Smoothie King Center,15607.0,OT,2020,0,-7,2:32
201912060CHO,2019-12-06,7:00p,Brooklyn Nets,BRK,111,Charlotte Hornets,CHO,104,/boxscores/201912060CHO.html,Spectrum Center,15075.0,,2020,0,-7,2:08
201912060CLE,2019-12-06,7:00p,Orlando Magic,ORL,93,Cleveland Cavaliers,CLE,87,/boxscores/201912060CLE.html,Rocket Mortgage Fieldhouse,18446.0,,2020,0,-6,2:02
201912060DET,2019-12-06,7:00p,Indiana Pacers,IND,101,Detroit Pistons,DET,108,/boxscores/201912060DET.html,Little Caesars Arena,14894.0,,2020,1,7,2:11
201912060BOS,2019-12-06,8:00p,Denver Nuggets,DEN,95,Boston Celtics,BOS,108,/boxscores/201912060BOS.html,TD Garden,19156.0,,2020,1,13,2:08
201912060CHI,2019-12-06,8:00p,Golden State Warriors,GSW,100,Chicago Bulls,CHI,98,/boxscores/201912060CHI.html,United Center,18841.0,,2020,0,-2,2:01
201912060MIA,2019-12-06,8:00p,Washington Wizards,WAS,103,Miami Heat,MIA,112,/boxscores/201912060MIA.html,AmericanAirlines Arena,19600.0,,2020,1,9,2:07
201912060OKC,2019-12-06,8:00p,Minnesota Timberwolves,MIN,127,Oklahoma City Thunder,OKC,139,/boxscores/201912060OKC.html,Chesapeake Energy Arena,18203.0,OT,2020,1,12,2:41
201912060MIL,2019-12-06,8:30p,Los Angeles Clippers,LAC,91,Milwaukee Bucks,MIL,119,/boxscores/201912060MIL.html,Fiserv Forum,17732.0,,2020,1,28,2:12
201912060SAS,2019-12-06,8:30p,Sacramento Kings,SAC,104,San Antonio Spurs,SAS,105,/boxscores/201912060SAS.html,AT&T Center,18354.0,OT,2020,1,1,2:34
201912060POR,2019-12-06,10:30p,Los Angeles Lakers,LAL,136,Portland Trail Blazers,POR,113,/boxscores/201912060POR.html,Moda Center,19912.0,,2020,0,-23,2:26
201912070DAL,2019-12-07,2:00p,New Orleans Pelicans,NOP,84,Dallas Mavericks,DAL,130,/boxscores/201912070DAL.html,American Airlines Center,19456.0,,2020,1,46,2:10
201912070NYK,2019-12-07,7:30p,Indiana Pacers,IND,104,New York Knicks,NYK,103,/boxscores/201912070NYK.html,Madison Square Garden (IV),19110.0,,2020,0,-1,2:06
201912070PHI,2019-12-07,7:30p,Cleveland Cavaliers,CLE,94,Philadelphia 76ers,PHI,141,/boxscores/201912070PHI.html,Wells Fargo Center,20844.0,,2020,1,47,2:01
201912070HOU,2019-12-07,8:00p,Phoenix Suns,PHO,109,Houston Rockets,HOU,115,/boxscores/201912070HOU.html,Toyota Center,18055.0,,2020,1,6,2:19
201912070UTA,2019-12-07,10:00p,Memphis Grizzlies,MEM,112,Utah Jazz,UTA,126,/boxscores/201912070UTA.html,Vivint Smart Home Arena,18306.0,,2020,1,14,2:07
201912080BRK,2019-12-08,3:00p,Denver Nuggets,DEN,102,Brooklyn Nets,BRK,105,/boxscores/201912080BRK.html,Barclays Center,16679.0,,2020,1,3,2:14
201912080CHO,2019-12-08,5:00p,Atlanta Hawks,ATL,122,Charlotte Hornets,CHO,107,/boxscores/201912080CHO.html,Spectrum Center,15489.0,,2020,0,-15,2:09
201912080MIA,2019-12-08,6:00p,Chicago Bulls,CHI,105,Miami Heat,MIA,110,/boxscores/201912080MIA.html,AmericanAirlines Arena,19600.0,OT,2020,1,5,2:46
201912080PHI,2019-12-08,6:00p,Toronto Raptors,TOR,104,Philadelphia 76ers,PHI,110,/boxscores/201912080PHI.html,Wells Fargo Center,20313.0,,2020,1,6,2:20
201912080WAS,2019-12-08,6:00p,Los Angeles Clippers,LAC,135,Washington Wizards,WAS,119,/boxscores/201912080WAS.html,Capital One Arena,15946.0,,2020,0,-16,2:20
201912080DAL,2019-12-08,7:00p,Sacramento Kings,SAC,110,Dallas Mavericks,DAL,106,/boxscores/201912080DAL.html,American Airlines Center,19566.0,,2020,0,-4,2:04
201912080POR,2019-12-08,9:00p,Oklahoma City Thunder,OKC,108,Portland Trail Blazers,POR,96,/boxscores/201912080POR.html,Moda Center,19393.0,,2020,0,-12,2:12
201912080LAL,2019-12-08,9:30p,Minnesota Timberwolves,MIN,125,Los Angeles Lakers,LAL,142,/boxscores/201912080LAL.html,STAPLES Center,18997.0,,2020,1,17,2:13
201912090IND,2019-12-09,7:00p,Los Angeles Clippers,LAC,110,Indiana Pacers,IND,99,/boxscores/201912090IND.html,Bankers Life Fieldhouse,14644.0,,2020,0,-11,2:16
201912090BOS,2019-12-09,7:30p,Cleveland Cavaliers,CLE,88,Boston Celtics,BOS,110,/boxscores/201912090BOS.html,TD Garden,19156.0,,2020,1,22,1:59
201912090CHI,2019-12-09,8:00p,Toronto Raptors,TOR,93,Chicago Bulls,CHI,92,/boxscores/201912090CHI.html,United Center,14775.0,,2020,0,-1,2:11
201912090HOU,2019-12-09,8:00p,Sacramento Kings,SAC,119,Houston Rockets,HOU,118,/boxscores/201912090HOU.html,Toyota Center,18055.0,,2020,0,-1,2:17
201912090MIL,2019-12-09,8:00p,Orlando Magic,ORL,101,Milwaukee Bucks,MIL,110,/boxscores/201912090MIL.html,Fiserv Forum,17385.0,,2020,1,9,2:11
201912090NOP,2019-12-09,8:00p,Detroit Pistons,DET,105,New Orleans Pelicans,NOP,103,/boxscores/201912090NOP.html,Smoothie King Center,13694.0,,2020,0,-2,2:20
201912090PHO,2019-12-09,9:00p,Minnesota Timberwolves,MIN,109,Phoenix Suns,PHO,125,/boxscores/201912090PHO.html,Talking Stick Resort Arena,13230.0,,2020,1,16,
201912090UTA,2019-12-09,9:00p,Oklahoma City Thunder,OKC,104,Utah Jazz,UTA,90,/boxscores/201912090UTA.html,Vivint Smart Home Arena,18306.0,,2020,0,-14,2:07
201912090GSW,2019-12-09,10:30p,Memphis Grizzlies,MEM,110,Golden State Warriors,GSW,102,/boxscores/201912090GSW.html,Chase Center,18064.0,,2020,0,-8,2:09
201912100CHO,2019-12-10,7:00p,Washington Wizards,WAS,107,Charlotte Hornets,CHO,114,/boxscores/201912100CHO.html,Spectrum Center,10626.0,,2020,1,7,2:21
201912100MIA,2019-12-10,8:00p,Atlanta Hawks,ATL,121,Miami Heat,MIA,135,/boxscores/201912100MIA.html,AmericanAirlines Arena,19600.0,OT,2020,1,14,2:25
201912100PHI,2019-12-10,8:00p,Denver Nuggets,DEN,92,Philadelphia 76ers,PHI,97,/boxscores/201912100PHI.html,Wells Fargo Center,20591.0,,2020,1,5,2:14
201912100POR,2019-12-10,10:00p,New York Knicks,NYK,87,Portland Trail Blazers,POR,115,/boxscores/201912100POR.html,Moda Center,19393.0,,2020,1,28,2:02
201912110CLE,2019-12-11,7:00p,Houston Rockets,HOU,116,Cleveland Cavaliers,CLE,110,/boxscores/201912110CLE.html,Rocket Mortgage Fieldhouse,17122.0,,2020,0,-6,2:07
201912110IND,2019-12-11,7:00p,Boston Celtics,BOS,117,Indiana Pacers,IND,122,/boxscores/201912110IND.html,Bankers Life Fieldhouse,15637.0,,2020,1,5,2:20
201912110ORL,2019-12-11,7:00p,Los Angeles Lakers,LAL,96,Orlando Magic,ORL,87,/boxscores/201912110ORL.html,Amway Center,18846.0,,2020,0,-9,2:12
201912110TOR,2019-12-11,7:00p,Los Angeles Clippers,LAC,112,Toronto Raptors,TOR,92,/boxscores/201912110TOR.html,Scotiabank Arena,20144.0,,2020,0,-20,2:20
201912110BRK,2019-12-11,7:30p,Charlotte Hornets,CHO,113,Brooklyn Nets,BRK,108,/boxscores/201912110BRK.html,Barclays Center,15631.0,,2020,0,-5,2:18
201912110CHI,2019-12-11,8:00p,Atlanta Hawks,ATL,102,Chicago Bulls,CHI,136,/boxscores/201912110CHI.html,United Center,15084.0,,2020,1,34,2:09
201912110MIN,2019-12-11,8:00p,Utah Jazz,UTA,127,Minnesota Timberwolves,MIN,116,/boxscores/201912110MIN.html,Target Center,12369.0,,2020,0,-11,2:16
201912110PHO,2019-12-11,9:00p,Memphis Grizzlies,MEM,115,Phoenix Suns,PHO,108,/boxscores/201912110PHO.html,Talking Stick Resort Arena,12254.0,,2020,0,-7,2:16
201912110MIL,2019-12-11,9:30p,New Orleans Pelicans,NOP,112,Milwaukee Bucks,MIL,127,/boxscores/201912110MIL.html,Fiserv Forum,17385.0,,2020,1,15,2:06
201912110SAC,2019-12-11,10:00p,Oklahoma City Thunder,OKC,93,Sacramento Kings,SAC,94,/boxscores/201912110SAC.html,Golden 1 Center,16723.0,,2020,1,1,2:08
201912110GSW,2019-12-11,10:30p,New York Knicks,NYK,124,Golden State Warriors,GSW,122,/boxscores/201912110GSW.html,Chase Center,18064.0,OT,2020,0,-2,2:35
201912120BOS,2019-12-12,8:00p,Philadelphia 76ers,PHI,115,Boston Celtics,BOS,109,/boxscores/201912120BOS.html,TD Garden,19156.0,,2020,0,-6,2:29
201912120SAS,2019-12-12,8:30p,Cleveland Cavaliers,CLE,117,San Antonio Spurs,SAS,109,/boxscores/201912120SAS.html,AT&T Center,18354.0,OT,2020,0,-8,2:26
201912120DET,2019-12-12,9:00p,Dallas Mavericks,DAL,122,Detroit Pistons,DET,111,/boxscores/201912120DET.html,Mexico City Arena,20064.0,,2020,0,-11,2:14
201912120DEN,2019-12-12,10:30p,Portland Trail Blazers,POR,99,Denver Nuggets,DEN,114,/boxscores/201912120DEN.html,Pepsi Center,18828.0,,2020,1,15,2:04
201912130MIA,2019-12-13,7:00p,Los Angeles Lakers,LAL,113,Miami Heat,MIA,110,/boxscores/201912130MIA.html,AmericanAirlines Arena,20013.0,,2020,0,-3,2:24
201912130ORL,2019-12-13,7:00p,Houston Rockets,HOU,130,Orlando Magic,ORL,107,/boxscores/201912130ORL.html,Amway Center,16335.0,,2020,0,-23,1:59
201912130PHI,2019-12-13,7:00p,New Orleans Pelicans,NOP,109,Philadelphia 76ers,PHI,116,/boxscores/201912130PHI.html,Wells Fargo Center,20620.0,,2020,1,7,2:29
201912130ATL,2019-12-13,7:30p,Indiana Pacers,IND,110,Atlanta Hawks,ATL,100,/boxscores/201912130ATL.html,State Farm Arena,15121.0,,2020,0,-10,2:13
201912130CHI,2019-12-13,8:00p,Charlotte Hornets,CHO,83,Chicago Bulls,CHI,73,/boxscores/201912130CHI.html,United Center,18377.0,,2020,0,-10,2:05
201912130MEM,2019-12-13,8:00p,Milwaukee Bucks,MIL,127,Memphis Grizzlies,MEM,114,/boxscores/201912130MEM.html,FedEx Forum,16109.0,,2020,0,-13,2:17
201912130UTA,2019-12-13,9:00p,Golden State Warriors,GSW,106,Utah Jazz,UTA,114,/boxscores/201912130UTA.html,Vivint Smart Home Arena,18306.0,,2020,1,8,2:18
201912130MIN,2019-12-13,9:30p,Los Angeles Clippers,LAC,124,Minnesota Timberwolves,MIN,117,/boxscores/201912130MIN.html,Target Center,17585.0,,2020,0,-7,2:39
201912130SAC,2019-12-13,10:00p,New York Knicks,NYK,103,Sacramento Kings,SAC,101,/boxscores/201912130SAC.html,Golden 1 Center,17583.0,,2020,0,-2,2:12
201912140PHO,2019-12-14,5:00p,San Antonio Spurs,SAS,121,Phoenix Suns,PHO,119,/boxscores/201912140PHO.html,Mexico City Arena,20013.0,OT,2020,0,-2,2:37
201912140TOR,2019-12-14,7:30p,Brooklyn Nets,BRK,102,Toronto Raptors,TOR,110,/boxscores/201912140TOR.html,Scotiabank Arena,19800.0,,2020,1,8,2:13
201912140CHI,2019-12-14,8:00p,Los Angeles Clippers,LAC,106,Chicago Bulls,CHI,109,/boxscores/201912140CHI.html,United Center,18426.0,,2020,1,3,2:22
201912140MEM,2019-12-14,8:00p,Washington Wizards,WAS,111,Memphis Grizzlies,MEM,128,/boxscores/201912140MEM.html,FedEx Forum,15631.0,,2020,1,17,2:14
201912140DAL,2019-12-14,8:30p,Miami Heat,MIA,122,Dallas Mavericks,DAL,118,/boxscores/201912140DAL.html,American Airlines Center,20333.0,OT,2020,0,-4,2:40
201912140MIL,2019-12-14,8:30p,Cleveland Cavaliers,CLE,108,Milwaukee Bucks,MIL,125,/boxscores/201912140MIL.html,Fiserv Forum,17481.0,,2020,1,17,2:03
201912140DEN,2019-12-14,9:00p,Oklahoma City Thunder,OKC,102,Denver Nuggets,DEN,110,/boxscores/201912140DEN.html,Pepsi Center,19520.0,,2020,1,8,2:12
201912140HOU,2019-12-14,9:00p,Detroit Pistons,DET,115,Houston Rockets,HOU,107,/boxscores/201912140HOU.html,Toyota Center,18055.0,,2020,0,-8,2:11
201912150NOP,2019-12-15,3:30p,Orlando Magic,ORL,130,New Orleans Pelicans,NOP,119,/boxscores/201912150NOP.html,Smoothie King Center,15388.0,,2020,0,-11,2:08
201912150IND,2019-12-15,5:00p,Charlotte Hornets,CHO,85,Indiana Pacers,IND,107,/boxscores/201912150IND.html,Bankers Life Fieldhouse,16061.0,,2020,1,22,2:06
201912150ATL,2019-12-15,6:00p,Los Angeles Lakers,LAL,101,Atlanta Hawks,ATL,96,/boxscores/201912150ATL.html,State Farm Arena,16962.0,,2020,0,-5,2:28
201912150BRK,2019-12-15,6:00p,Philadelphia 76ers,PHI,89,Brooklyn Nets,BRK,109,/boxscores/201912150BRK.html,Barclays Center,17732.0,,2020,1,20,2:09
201912150DEN,2019-12-15,8:00p,New York Knicks,NYK,105,Denver Nuggets,DEN,111,/boxscores/201912150DEN.html,Pepsi Center,18867.0,,2020,1,6,2:08
201912150GSW,2019-12-15,8:30p,Sacramento Kings,SAC,100,Golden State Warriors,GSW,79,/boxscores/201912150GSW.html,Chase Center,18064.0,,2020,0,-21,2:10
201912160DET,2019-12-16,7:00p,Washington Wizards,WAS,133,Detroit Pistons,DET,119,/boxscores/201912160DET.html,Little Caesars Arena,14632.0,,2020,0,-14,2:25
201912160TOR,2019-12-16,7:30p,Cleveland Cavaliers,CLE,113,Toronto Raptors,TOR,133,/boxscores/201912160TOR.html,Scotiabank Arena,19800.0,,2020,1,20,
201912160HOU,2019-12-16,8:00p,San Antonio Spurs,SAS,107,Houston Rockets,HOU,109,/boxscores/201912160HOU.html,Toyota Center,18055.0,,2020,1,2,2:17
201912160MEM,2019-12-16,8:00p,Miami Heat,MIA,111,Memphis Grizzlies,MEM,118,/boxscores/201912160MEM.html,FedEx Forum,14021.0,,2020,1,7,2:20
201912160MIL,2019-12-16,8:00p,Dallas Mavericks,DAL,120,Milwaukee Bucks,MIL,116,/boxscores/201912160MIL.html,Fiserv Forum,17727.0,,2020,0,-4,2:26
201912160OKC,2019-12-16,8:00p,Chicago Bulls,CHI,106,Oklahoma City Thunder,OKC,109,/boxscores/201912160OKC.html,Chesapeake Energy Arena,18203.0,,2020,1,3,2:19
201912160PHO,2019-12-16,9:00p,Portland Trail Blazers,POR,111,Phoenix Suns,PHO,110,/boxscores/201912160PHO.html,Talking Stick Resort Arena,14193.0,,2020,0,-1,2:17
201912170CHO,2019-12-17,7:00p,Sacramento Kings,SAC,102,Charlotte Hornets,CHO,110,/boxscores/201912170CHO.html,Spectrum Center,13229.0,,2020,1,8,2:11
201912170IND,2019-12-17,7:00p,Los Angeles Lakers,LAL,102,Indiana Pacers,IND,105,/boxscores/201912170IND.html,Bankers Life Fieldhouse,17923.0,,2020,1,3,2:13
201912170NYK,2019-12-17,7:30p,Atlanta Hawks,ATL,120,New York Knicks,NYK,143,/boxscores/201912170NYK.html,Madison Square Garden (IV),18268.0,,2020,1,23,2:09
201912170NOP,2019-12-17,8:00p,Brooklyn Nets,BRK,108,New Orleans Pelicans,NOP,101,/boxscores/201912170NOP.html,Smoothie King Center,15177.0,OT,2020,0,-7,2:31
201912170UTA,2019-12-17,9:00p,Orlando Magic,ORL,102,Utah Jazz,UTA,109,/boxscores/201912170UTA.html,Vivint Smart Home Arena,18306.0,,2020,1,7,2:07
201912170LAC,2019-12-17,10:30p,Phoenix Suns,PHO,99,Los Angeles Clippers,LAC,120,/boxscores/201912170LAC.html,STAPLES Center,19068.0,,2020,1,21,2:02
201912180CLE,2019-12-18,7:00p,Charlotte Hornets,CHO,98,Cleveland Cavaliers,CLE,100,/boxscores/201912180CLE.html,Rocket Mortgage Fieldhouse,17023.0,,2020,1,2,2:13
201912180DET,2019-12-18,7:00p,Toronto Raptors,TOR,112,Detroit Pistons,DET,99,/boxscores/201912180DET.html,Little Caesars Arena,15319.0,,2020,0,-13,2:16
201912180PHI,2019-12-18,7:00p,Miami Heat,MIA,108,Philadelphia 76ers,PHI,104,/boxscores/201912180PHI.html,Wells Fargo Center,20715.0,,2020,0,-4,2:20
201912180WAS,2019-12-18,7:00p,Chicago Bulls,CHI,110,Washington Wizards,WAS,109,/boxscores/201912180WAS.html,Capital One Arena,14987.0,OT,2020,0,-1,2:40
201912180MIN,2019-12-18,8:00p,New Orleans Pelicans,NOP,107,Minnesota Timberwolves,MIN,99,/boxscores/201912180MIN.html,Target Center,12490.0,,2020,0,-8,2:14
201912180OKC,2019-12-18,8:00p,Memphis Grizzlies,MEM,122,Oklahoma City Thunder,OKC,126,/boxscores/201912180OKC.html,Chesapeake Energy Arena,18203.0,,2020,1,4,2:15
201912180DEN,2019-12-18,9:00p,Orlando Magic,ORL,104,Denver Nuggets,DEN,113,/boxscores/201912180DEN.html,Pepsi Center,18182.0,,2020,1,9,2:11
201912180DAL,2019-12-18,9:30p,Boston Celtics,BOS,109,Dallas Mavericks,DAL,103,/boxscores/201912180DAL.html,American Airlines Center,20181.0,,2020,0,-6,2:25
201912180POR,2019-12-18,10:00p,Golden State Warriors,GSW,112,Portland Trail Blazers,POR,122,/boxscores/201912180POR.html,Moda Center,19393.0,,2020,1,10,2:18
201912190ATL,2019-12-19,7:30p,Utah Jazz,UTA,111,Atlanta Hawks,ATL,106,/boxscores/201912190ATL.html,State Farm Arena,16739.0,,2020,0,-5,2:16
201912190MIL,2019-12-19,8:00p,Los Angeles Lakers,LAL,104,Milwaukee Bucks,MIL,111,/boxscores/201912190MIL.html,Fiserv Forum,18051.0,,2020,1,7,2:31
201912190SAS,2019-12-19,8:30p,Brooklyn Nets,BRK,105,San Antonio Spurs,SAS,118,/boxscores/201912190SAS.html,AT&T Center,18354.0,,2020,1,13,2:14
201912190LAC,2019-12-19,10:30p,Houston Rockets,HOU,122,Los Angeles Clippers,LAC,117,/boxscores/201912190LAC.html,STAPLES Center,19068.0,,2020,0,-5,2:33
201912200CLE,2019-12-20,7:00p,Memphis Grizzlies,MEM,107,Cleveland Cavaliers,CLE,114,/boxscores/201912200CLE.html,Rocket Mortgage Fieldhouse,19432.0,,2020,1,7,2:03
201912200IND,2019-12-20,7:00p,Sacramento Kings,SAC,105,Indiana Pacers,IND,119,/boxscores/201912200IND.html,Bankers Life Fieldhouse,14649.0,,2020,1,14,2:01
201912200BOS,2019-12-20,7:30p,Detroit Pistons,DET,93,Boston Celtics,BOS,114,/boxscores/201912200BOS.html,TD Garden,19156.0,,2020,1,21,2:06
201912200TOR,2019-12-20,7:30p,Washington Wizards,WAS,118,Toronto Raptors,TOR,122,/boxscores/201912200TOR.html,Scotiabank Arena,19800.0,,2020,1,4,2:28
201912200MIA,2019-12-20,8:00p,New York Knicks,NYK,114,Miami Heat,MIA,129,/boxscores/201912200MIA.html,AmericanAirlines Arena,19704.0,,2020,1,15,2:14
201912200OKC,2019-12-20,8:00p,Phoenix Suns,PHO,108,Oklahoma City Thunder,OKC,126,/boxscores/201912200OKC.html,Chesapeake Energy Arena,18203.0,,2020,1,18,2:13
201912200PHI,2019-12-20,8:00p,Dallas Mavericks,DAL,117,Philadelphia 76ers,PHI,98,/boxscores/201912200PHI.html,Wells Fargo Center,20778.0,,2020,0,-19,2:15
201912200DEN,2019-12-20,9:00p,Minnesota Timberwolves,MIN,100,Denver Nuggets,DEN,109,/boxscores/201912200DEN.html,Pepsi Center,19520.0,,2020,1,9,2:15
201912200POR,2019-12-20,10:00p,Orlando Magic,ORL,103,Portland Trail Blazers,POR,118,/boxscores/201912200POR.html,Moda Center,19393.0,,2020,1,15,2:10
201912200GSW,2019-12-20,10:30p,New Orleans Pelicans,NOP,102,Golden State Warriors,GSW,106,/boxscores/201912200GSW.html,Chase Center,18064.0,,2020,1,4,2:21
201912210CHO,2019-12-21,5:00p,Utah Jazz,UTA,114,Charlotte Hornets,CHO,107,/boxscores/201912210CHO.html,Spectrum Center,16187.0,,2020,0,-7,2:17
201912210BRK,2019-12-21,6:00p,Atlanta Hawks,ATL,112,Brooklyn Nets,BRK,122,/boxscores/201912210BRK.html,Barclays Center,16496.0,,2020,1,10,2:15
201912210DET,2019-12-21,7:00p,Chicago Bulls,CHI,119,Detroit Pistons,DET,107,/boxscores/201912210DET.html,Little Caesars Arena,15948.0,,2020,0,-12,2:10
201912210PHI,2019-12-21,7:00p,Washington Wizards,WAS,108,Philadelphia 76ers,PHI,125,/boxscores/201912210PHI.html,Wells Fargo Center,20529.0,,2020,1,17,2:18
201912210NYK,2019-12-21,7:30p,Milwaukee Bucks,MIL,123,New York Knicks,NYK,102,/boxscores/201912210NYK.html,Madison Square Garden (IV),18124.0,,2020,0,-21,2:12
201912210MEM,2019-12-21,8:00p,Sacramento Kings,SAC,115,Memphis Grizzlies,MEM,119,/boxscores/201912210MEM.html,FedEx Forum,15603.0,,2020,1,4,2:13
201912210SAS,2019-12-21,8:30p,Los Angeles Clippers,LAC,134,San Antonio Spurs,SAS,109,/boxscores/201912210SAS.html,AT&T Center,18354.0,,2020,0,-25,
201912210PHO,2019-12-21,9:00p,Houston Rockets,HOU,139,Phoenix Suns,PHO,125,/boxscores/201912210PHO.html,Talking Stick Resort Arena,16061.0,,2020,0,-14,2:07
201912210POR,2019-12-21,10:00p,Minnesota Timberwolves,MIN,106,Portland Trail Blazers,POR,113,/boxscores/201912210POR.html,Moda Center,19393.0,,2020,1,7,2:11
201912220TOR,2019-12-22,3:30p,Dallas Mavericks,DAL,107,Toronto Raptors,TOR,110,/boxscores/201912220TOR.html,Scotiabank Arena,19800.0,,2020,1,3,2:21
201912220BOS,2019-12-22,6:00p,Charlotte Hornets,CHO,93,Boston Celtics,BOS,119,/boxscores/201912220BOS.html,TD Garden,19156.0,,2020,1,26,2:07
201912220MIL,2019-12-22,7:00p,Indiana Pacers,IND,89,Milwaukee Bucks,MIL,117,/boxscores/201912220MIL.html,Fiserv Forum,18029.0,,2020,1,28,1:56
201912220OKC,2019-12-22,7:00p,Los Angeles Clippers,LAC,112,Oklahoma City Thunder,OKC,118,/boxscores/201912220OKC.html,Chesapeake Energy Arena,18203.0,,2020,1,6,2:15
201912220LAL,2019-12-22,9:30p,Denver Nuggets,DEN,128,Los Angeles Lakers,LAL,104,/boxscores/201912220LAL.html,STAPLES Center,18997.0,,2020,0,-24,2:19
201912230CLE,2019-12-23,7:00p,Atlanta Hawks,ATL,118,Cleveland Cavaliers,CLE,121,/boxscores/201912230CLE.html,Rocket Mortgage Fieldhouse,18007.0,,2020,1,3,2:10
201912230DET,2019-12-23,7:00p,Philadelphia 76ers,PHI,125,Detroit Pistons,DET,109,/boxscores/201912230DET.html,Little Caesars Arena,16476.0,,2020,0,-16,2:06
201912230IND,2019-12-23,7:00p,Toronto Raptors,TOR,115,Indiana Pacers,IND,120,/boxscores/201912230IND.html,Bankers Life Fieldhouse,17164.0,OT,2020,1,5,2:28
201912230NYK,2019-12-23,7:00p,Washington Wizards,WAS,121,New York Knicks,NYK,115,/boxscores/201912230NYK.html,Madison Square Garden (IV),19413.0,,2020,0,-6,2:17
201912230ORL,2019-12-23,7:00p,Chicago Bulls,CHI,95,Orlando Magic,ORL,103,/boxscores/201912230ORL.html,Amway Center,18846.0,,2020,1,8,2:01
201912230MIA,2019-12-23,7:30p,Utah Jazz,UTA,104,Miami Heat,MIA,107,/boxscores/201912230MIA.html,AmericanAirlines Arena,19890.0,,2020,1,3,2:22
201912230MEM,2019-12-23,8:00p,San Antonio Spurs,SAS,145,Memphis Grizzlies,MEM,115,/boxscores/201912230MEM.html,FedEx Forum,16776.0,,2020,0,-30,2:00
201912230PHO,2019-12-23,9:00p,Denver Nuggets,DEN,113,Phoenix Suns,PHO,111,/boxscores/201912230PHO.html,Talking Stick Resort Arena,16041.0,,2020,0,-2,2:11
201912230POR,2019-12-23,10:00p,New Orleans Pelicans,NOP,102,Portland Trail Blazers,POR,94,/boxscores/201912230POR.html,Moda Center,19499.0,,2020,0,-8,2:03
201912230SAC,2019-12-23,10:00p,Houston Rockets,HOU,113,Sacramento Kings,SAC,104,/boxscores/201912230SAC.html,Golden 1 Center,17583.0,,2020,0,-9,2:08
201912230GSW,2019-12-23,10:30p,Minnesota Timberwolves,MIN,104,Golden State Warriors,GSW,113,/boxscores/201912230GSW.html,Chase Center,18064.0,,2020,1,9,2:20
201912250TOR,2019-12-25,12:00p,Boston Celtics,BOS,118,Toronto Raptors,TOR,102,/boxscores/201912250TOR.html,Scotiabank Arena,19800.0,,2020,0,-16,2:14
