player,G,MP,FG,FGA,FG_Pct,3P,3PA,3P_Pct,2P,2PA,2P_Pct,FT,FTA,FT_Pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Stat_Type,Tm_ID,Season_End_Year
Team/G,,242.1,41.3,89.6,0.461,12.6,34.5,0.364,28.7,55.0,0.522,18.6,23.2,0.801,10.7,35.4,46.1,23.0,8.3,5.6,13.8,21.6,113.7,Team_Per_Game,BOS,2020
Team,73.0,17620.0,3075.0,6457.0,0.476,743.0,2046.0,0.363,2332.0,4411.0,0.529,1096.0,1393.0,0.787,636.0,2489.0,3125.0,1888.0,543.0,376.0,967.0,1445.0,7989.0,Team_Totals,IND,2020
Team/G,,241.4,42.1,88.5,0.476,10.2,28.0,0.363,31.9,60.4,0.529,15.0,19.1,0.787,8.7,34.1,42.8,25.9,7.4,5.2,13.2,19.8,109.4,Team_Per_Game,IND,2020
Team,73.0,17745.0,2880.0,6160.0,0.468,979.0,2584.0,0.379,1901.0,3576.0,0.532,1440.0,1840.0,0.783,620.0,2619.0,3239.0,1892.0,547.0,332.0,1088.0,1501.0,8179.0,Team_Totals,MIA,2020
Team/G,,243.1,39.5,84.4,0.468,13.4,35.4,0.379,26.0,49.0,0.532,19.7,25.2,0.783,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,112.0,Team_Per_Game,MIA,2020
Team,73.0,17595.0,3000.0,6417.0,0.468,848.0,2307.0,0.368,2152.0,4110.0,0.524,1236.0,1638.0,0.755,764.0,2553.0,3317.0,1884.0,586.0,389.0,1037.0,1529.0,8084.0,Team_Totals,PHI,2020
Team/G,,241.0,41.1,87.9,0.468,11.6,31.6,0.368,29.5,56.3,0.524,16.9,22.4,0.755,10.5,35.0,45.4,25.8,8.0,5.3,14.2,20.9,110.7,Team_Per_Game,PHI,2020
Team,72.0,17480.0,2908.0,6498.0,0.448,941.0,2746.0,0.343,1967.0,3752.0,0.524,1291.0,1732.0,0.745,766.0,2683.0,3449.0,1761.0,464.0,323.0,1099.0,1510.0,8048.0,Team_Totals,BRK,2020
Team/G,,242.8,40.4,90.3,0.448,13.1,38.1,0.343,27.3,52.1,0.524,17.9,24.1,0.745,10.6,37.3,47.9,24.5,6.4,4.5,15.3,21.0,111.8,Team_Per_Game,BRK,2020
Team,73.0,17570.0,2871.0,6468.0,0.444,807.0,2354.0,0.343,2064.0,4114.0,0.502,1282.0,1656.0,0.774,751.0,2498.0,3249.0,1747.0,599.0,396.0,937.0,1336.0,7831.0,Team_Totals,ORL,2020
Team/G,,240.7,39.3,88.6,0.444,11.1,32.2,0.343,28.3,56.4,0.502,17.6,22.7,0.774,10.3,34.2,44.5,23.9,8.2,5.4,12.8,18.3,107.3,Team_Per_Game,ORL,2020
Team,65.0,15750.0,2425.0,5586.0,0.434,785.0,2231.0,0.352,1640.0,3355.0,0.489,1052.0,1406.0,0.748,715.0,2066.0,2781.0,1549.0,428.0,268.0,949.0,1223.0,6687.0,Team_Totals,CHO,2020
Team/G,,242.3,37.3,85.9,0.434,12.1,34.3,0.352,25.2,51.6,0.489,16.2,21.6,0.748,11.0,31.8,42.8,23.8,6.6,4.1,14.6,18.8,102.9,Team_Per_Game,CHO,2020
Team,72.0,17355.0,2990.0,6544.0,0.457,864.0,2345.0,0.368,2126.0,4199.0,0.506,1394.0,1770.0,0.788,732.0,2295.0,3027.0,1801.0,574.0,309.0,1020.0,1634.0,8238.0,Team_Totals,WAS,2020
Team/G,,241.0,41.5,90.9,0.457,12.0,32.6,0.368,29.5,58.3,0.506,19.4,24.6,0.788,10.2,31.9,42.0,25.0,8.0,4.3,14.2,22.7,114.4,Team_Per_Game,WAS,2020
Team,65.0,15675.0,2573.0,5762.0,0.447,793.0,2282.0,0.348,1780.0,3480.0,0.511,1006.0,1332.0,0.755,680.0,2041.0,2721.0,1510.0,652.0,265.0,1005.0,1417.0,6945.0,Team_Totals,CHI,2020
Team/G,,241.2,39.6,88.6,0.447,12.2,35.1,0.348,27.4,53.5,0.511,15.5,20.5,0.755,10.5,31.4,41.9,23.2,10.0,4.1,15.5,21.8,106.8,Team_Per_Game,CHI,2020
Team,66.0,15965.0,2638.0,5896.0,0.447,631.0,1872.0,0.337,2007.0,4024.0,0.499,1076.0,1550.0,0.694,795.0,2274.0,3069.0,1456.0,504.0,313.0,946.0,1464.0,6983.0,Team_Totals,NYK,2020
Team/G,,241.9,40.0,89.3,0.447,9.6,28.4,0.337,30.4,61.0,0.499,16.3,23.5,0.694,12.0,34.5,46.5,22.1,7.6,4.7,14.3,22.2,105.8,Team_Per_Game,NYK,2020
Team,66.0,15965.0,2595.0,5658.0,0.459,791.0,2157.0,0.367,1804.0,3501.0,0.515,1097.0,1476.0,0.743,644.0,2109.0,2753.0,1589.0,490.0,299.0,1008.0,1299.0,7078.0,Team_Totals,DET,2020
Team/G,,241.9,39.3,85.7,0.459,12.0,32.7,0.367,27.3,53.0,0.515,16.6,22.4,0.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2,Team_Per_Game,DET,2020
Team,67.0,16280.0,2723.0,6067.0,0.449,805.0,2416.0,0.333,1918.0,3651.0,0.525,1237.0,1566.0,0.79,661.0,2237.0,2898.0,1605.0,523.0,341.0,1086.0,1548.0,7488.0,Team_Totals,ATL,2020
Team/G,,243.0,40.6,90.6,0.449,12.0,36.1,0.333,28.6,54.5,0.525,18.5,23.4,0.79,9.9,33.4,43.3,24.0,7.8,5.1,16.2,23.1,111.8,Team_Per_Game,ATL,2020
Team,65.0,15725.0,2619.0,5715.0,0.458,727.0,2070.0,0.351,1892.0,3645.0,0.519,983.0,1296.0,0.758,704.0,2172.0,2876.0,1500.0,447.0,211.0,1073.0,1188.0,6948.0,Team_Totals,CLE,2020
Team/G,,241.9,40.3,87.9,0.458,11.2,31.8,0.351,29.1,56.1,0.519,15.1,19.9,0.758,10.8,33.4,44.2,23.1,6.9,3.2,16.5,18.3,106.9,Team_Per_Game,CLE,2020
Team,71.0,17090.0,3006.0,6269.0,0.48,782.0,2242.0,0.349,2224.0,4027.0,0.552,1260.0,1728.0,0.729,757.0,2490.0,3247.0,1803.0,612.0,468.0,1077.0,1471.0,8054.0,Team_Totals,LAL,2020
Team/G,,240.7,42.3,88.3,0.48,11.0,31.6,0.349,31.3,56.7,0.552,17.7,24.3,0.729,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,113.4,Team_Per_Game,LAL,2020
Team,72.0,17380.0,2992.0,6425.0,0.466,895.0,2410.0,0.371,2097.0,4015.0,0.522,1498.0,1894.0,0.791,767.0,2664.0,3431.0,1708.0,511.0,338.0,1051.0,1594.0,8377.0,Team_Totals,LAC,2020
Team/G,,241.4,41.6,89.2,0.466,12.4,33.5,0.371,29.1,55.8,0.522,20.8,26.3,0.791,10.7,37.0,47.7,23.7,7.1,4.7,14.6,22.1,116.3,Team_Per_Game,LAC,2020
Team,73.0,17745.0,3069.0,6488.0,0.473,801.0,2234.0,0.359,2268.0,4254.0,0.533,1185.0,1526.0,0.777,786.0,2436.0,3222.0,1952.0,586.0,337.0,1005.0,1485.0,8124.0,Team_Totals,DEN,2020
Team/G,,243.1,42.0,88.9,0.473,11.0,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,111.3,Team_Per_Game,DEN,2020
Team,72.0,17380.0,2936.0,6512.0,0.451,1126.0,3261.0,0.345,1810.0,3251.0,0.557,1484.0,1876.0,0.791,704.0,2484.0,3188.0,1557.0,627.0,371.0,1057.0,1566.0,8482.0,Team_Totals,HOU,2020
Team/G,,241.4,40.8,90.4,0.451,15.6,45.3,0.345,25.1,45.2,0.557,20.6,26.1,0.791,9.8,34.5,44.3,21.6,8.7,5.2,14.7,21.8,117.8,Team_Per_Game,HOU,2020
Team,72.0,17430.0,2879.0,6156.0,0.468,770.0,2171.0,0.355,2109.0,3985.0,0.529,1422.0,1787.0,0.796,593.0,2495.0,3088.0,1562.0,550.0,353.0,986.0,1390.0,7950.0,Team_Totals,OKC,2020
Team/G,,242.1,40.0,85.5,0.468,10.7,30.2,0.355,29.3,55.3,0.529,19.8,24.8,0.796,8.2,34.7,42.9,21.7,7.6,4.9,13.7,19.3,110.4,Team_Per_Game,OKC,2020
Team,72.0,17355.0,2886.0,6130.0,0.471,963.0,2537.0,0.38,1923.0,3593.0,0.535,1278.0,1641.0,0.779,656.0,2577.0,3233.0,1615.0,438.0,292.0,1089.0,1468.0,8013.0,Team_Totals,UTA,2020
Team/G,,241.0,40.1,85.1,0.471,13.4,35.2,0.38,26.7,49.9,0.535,17.8,22.8,0.779,9.1,35.8,44.9,22.4,6.1,4.1,15.1,20.4,111.3,Team_Per_Game,UTA,2020
Team,75.0,18175.0,3124.0,6772.0,0.461,1136.0,3095.0,0.367,1988.0,3677.0,0.541,1392.0,1787.0,0.779,791.0,2729.0,3520.0,1849.0,460.0,363.0,953.0,1462.0,8776.0,Team_Totals,DAL,2020
Team/G,,242.3,41.7,90.3,0.461,15.1,41.3,0.367,26.5,49.0,0.541,18.6,23.8,0.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117.0,Team_Per_Game,DAL,2020
Team,74.0,17835.0,3122.0,6749.0,0.463,952.0,2525.0,0.377,2170.0,4224.0,0.514,1312.0,1632.0,0.804,754.0,2599.0,3353.0,1525.0,465.0,451.0,946.0,1606.0,8508.0,Team_Totals,POR,2020
Team/G,,241.0,42.2,91.2,0.463,12.9,34.1,0.377,29.3,57.1,0.514,17.7,22.1,0.804,10.2,35.1,45.3,20.6,6.3,6.1,12.8,21.7,115.0,Team_Per_Game,POR,2020
Team,73.0,17570.0,3106.0,6634.0,0.468,798.0,2297.0,0.347,2308.0,4337.0,0.532,1212.0,1589.0,0.763,754.0,2643.0,3397.0,1965.0,576.0,398.0,1113.0,1546.0,8222.0,Team_Totals,MEM,2020
Team/G,,240.7,42.5,90.9,0.468,10.9,31.5,0.347,31.6,59.4,0.532,16.6,21.8,0.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6,Team_Per_Game,MEM,2020
Team,73.0,17595.0,3006.0,6429.0,0.468,831.0,2320.0,0.358,2175.0,4109.0,0.529,1451.0,1740.0,0.834,712.0,2465.0,3177.0,1987.0,559.0,290.0,1077.0,1609.0,8294.0,Team_Totals,PHO,2020
Team/G,,241.0,41.2,88.1,0.468,11.4,31.8,0.358,29.8,56.3,0.529,19.9,23.8,0.834,9.8,33.8,43.5,27.2,7.7,4.0,14.8,22.0,113.6,Team_Per_Game,PHO,2020
Team,71.0,17215.0,2995.0,6350.0,0.472,760.0,2021.0,0.376,2235.0,4329.0,0.516,1348.0,1664.0,0.81,640.0,2530.0,3170.0,1751.0,518.0,390.0,895.0,1377.0,8098.0,Team_Totals,SAS,2020
Team/G,,242.5,42.2,89.4,0.472,10.7,28.5,0.376,31.5,61.0,0.516,19.0,23.4,0.81,9.0,35.6,44.6,24.7,7.3,5.5,12.6,19.4,114.1,Team_Per_Game,SAS,2020
Team,72.0,17455.0,2943.0,6364.0,0.462,914.0,2511.0,0.364,2029.0,3853.0,0.527,1127.0,1464.0,0.77,695.0,2372.0,3067.0,1713.0,556.0,293.0,1043.0,1595.0,7927.0,Team_Totals,SAC,2020
Team/G,,242.4,40.9,88.4,0.462,12.7,34.9,0.364,28.2,53.5,0.527,15.7,20.3,0.77,9.7,32.9,42.6,23.8,7.7,4.1,14.5,22.2,110.1,Team_Per_Game,SAC,2020
Team,72.0,17430.0,3065.0,6598.0,0.465,982.0,2656.0,0.37,2083.0,3942.0,0.528,1229.0,1687.0,0.729,797.0,2551.0,3348.0,1932.0,539.0,358.0,1181.0,1524.0,8341.0,Team_Totals,NOP,2020
Team/G,,242.1,42.6,91.6,0.465,13.6,36.9,0.37,28.9,54.8,0.528,17.1,23.4,0.729,11.1,35.4,46.5,26.8,7.5,5.0,16.4,21.2,115.8,Team_Per_Game,NOP,2020
Team,64.0,15560.0,2586.0,5865.0,0.441,853.0,2540.0,0.336,1733.0,3325.0,0.521,1223.0,1624.0,0.753,675.0,2193.0,2868.0,1525.0,555.0,362.0,981.0,1370.0,7248.0,Team_Totals,MIN,2020
Team/G,,243.1,40.4,91.6,0.441,13.3,39.7,0.336,27.1,52.0,0.521,19.1,25.4,0.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,113.3,Team_Per_Game,MIN,2020
Team,65.0,15725.0,2510.0,5730.0,0.438,678.0,2032.0,0.334,1832.0,3698.0,0.495,1214.0,1511.0,0.803,647.0,2138.0,2785.0,1663.0,534.0,299.0,969.0,1304.0,6912.0,Team_Totals,GSW,2020
Team/G,,241.9,38.6,88.2,0.438,10.4,31.3,0.334,28.2,56.9,0.495,18.7,23.2,0.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,Team_Per_Game,GSW,2020
Team,72.0,17430.0,2981.0,6257.0,0.476,811.0,2169.0,0.374,2170.0,4088.0,0.531,1409.0,1836.0,0.767,722.0,2522.0,3244.0,1706.0,655.0,447.0,1040.0,1456.0,8182.0,Team_Totals,PHI,2021
Team/G,,242.1,41.4,86.9,0.476,11.3,30.1,0.374,30.1,56.8,0.531,19.6,25.5,0.767,10.0,35.0,45.1,23.7,9.1,6.2,14.4,20.2,113.6,Team_Per_Game,PHI,2021
Team,72.0,17405.0,3106.0,6289.0,0.494,1020.0,2600.0,0.392,2086.0,3689.0,0.565,1305.0,1623.0,0.804,640.0,2559.0,3199.0,1929.0,484.0,379.0,975.0,1371.0,8537.0,Team_Totals,BRK,2021
Team/G,,241.7,43.1,87.3,0.494,14.2,36.1,0.392,29.0,51.2,0.565,18.1,22.5,0.804,8.9,35.5,44.4,26.8,6.7,5.3,13.5,19.0,118.6,Team_Per_Game,BRK,2021
Team,72.0,17330.0,3221.0,6610.0,0.487,1038.0,2669.0,0.389,2183.0,3941.0,0.554,1169.0,1539.0,0.76,741.0,2724.0,3465.0,1834.0,585.0,334.0,995.0,1244.0,8649.0,Team_Totals,MIL,2021
Team/G,,240.7,44.7,91.8,0.487,14.4,37.1,0.389,30.3,54.7,0.554,16.2,21.4,0.76,10.3,37.8,48.1,25.5,8.1,4.6,13.8,17.3,120.1,Team_Per_Game,MIL,2021
Team,72.0,17430.0,2839.0,6225.0,0.456,847.0,2163.0,0.392,1992.0,4062.0,0.49,1181.0,1506.0,0.784,696.0,2554.0,3250.0,1541.0,507.0,365.0,932.0,1473.0,7706.0,Team_Totals,NYK,2021
Team/G,,242.1,39.4,86.5,0.456,11.8,30.0,0.392,27.7,56.4,0.49,16.4,20.9,0.784,9.7,35.5,45.1,21.4,7.0,5.1,12.9,20.5,107.0,Team_Per_Game,NYK,2021
Team,72.0,17405.0,2937.0,6281.0,0.468,895.0,2402.0,0.373,2042.0,3879.0,0.526,1417.0,1745.0,0.812,760.0,2525.0,3285.0,1737.0,503.0,342.0,953.0,1392.0,8186.0,Team_Totals,ATL,2021
Team/G,,241.7,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7,Team_Per_Game,ATL,2021
Team,72.0,17380.0,2824.0,6029.0,0.468,932.0,2606.0,0.358,1892.0,3423.0,0.553,1201.0,1520.0,0.79,579.0,2409.0,2988.0,1895.0,569.0,286.0,1013.0,1363.0,7781.0,Team_Totals,MIA,2021
Team/G,,241.4,39.2,83.7,0.468,12.9,36.2,0.358,26.3,47.5,0.553,16.7,21.1,0.79,8.0,33.5,41.5,26.3,7.9,4.0,14.1,18.9,108.1,Team_Per_Game,MIA,2021
Team,72.0,17380.0,2985.0,6401.0,0.466,979.0,2618.0,0.374,2006.0,3783.0,0.53,1160.0,1496.0,0.775,765.0,2421.0,3186.0,1689.0,556.0,383.0,1012.0,1471.0,8109.0,Team_Totals,BOS,2021
Team/G,,241.4,41.5,88.9,0.466,13.6,36.4,0.374,27.9,52.5,0.53,16.1,20.8,0.775,10.6,33.6,44.3,23.5,7.7,5.3,14.1,20.4,112.6,Team_Per_Game,BOS,2021
Team,72.0,17405.0,3108.0,6547.0,0.475,733.0,2088.0,0.351,2375.0,4459.0,0.533,1449.0,1884.0,0.769,697.0,2557.0,3254.0,1835.0,528.0,297.0,1037.0,1555.0,8398.0,Team_Totals,WAS,2021
Team/G,,241.7,43.2,90.9,0.475,10.2,29.0,0.351,33.0,61.9,0.533,20.1,26.2,0.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6,Team_Per_Game,WAS,2021
Team,72.0,17455.0,3115.0,6567.0,0.474,889.0,2445.0,0.364,2226.0,4122.0,0.54,1183.0,1493.0,0.792,648.0,2424.0,3072.0,1973.0,611.0,460.0,975.0,1453.0,8302.0,Team_Totals,IND,2021
Team/G,,242.4,43.3,91.2,0.474,12.3,34.0,0.364,30.9,57.3,0.54,16.4,20.7,0.792,9.0,33.7,42.7,27.4,8.5,6.4,13.5,20.2,115.3,Team_Per_Game,IND,2021
Team,72.0,17355.0,2875.0,6324.0,0.455,985.0,2666.0,0.369,1890.0,3658.0,0.517,1146.0,1505.0,0.761,762.0,2389.0,3151.0,1933.0,565.0,344.0,1069.0,1298.0,7881.0,Team_Totals,CHO,2021
Team/G,,241.0,39.9,87.8,0.455,13.7,37.0,0.369,26.3,50.8,0.517,15.9,20.9,0.761,10.6,33.2,43.8,26.8,7.8,4.8,14.8,18.0,109.5,Team_Per_Game,CHO,2021
Team,72.0,17380.0,3035.0,6380.0,0.476,904.0,2446.0,0.37,2131.0,3934.0,0.542,995.0,1258.0,0.791,693.0,2544.0,3237.0,1927.0,482.0,304.0,1089.0,1362.0,7969.0,Team_Totals,CHI,2021
Team/G,,241.4,42.2,88.6,0.476,12.6,34.0,0.37,29.6,54.6,0.542,13.8,17.5,0.791,9.6,35.3,45.0,26.8,6.7,4.2,15.1,18.9,110.7,Team_Per_Game,CHI,2021
Team,72.0,17305.0,2859.0,6383.0,0.448,1041.0,2831.0,0.368,1818.0,3552.0,0.512,1252.0,1536.0,0.815,680.0,2314.0,2994.0,1735.0,618.0,389.0,952.0,1526.0,8011.0,Team_Totals,TOR,2021
Team/G,,240.3,39.7,88.7,0.448,14.5,39.3,0.368,25.3,49.3,0.512,17.4,21.3,0.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3,Team_Per_Game,TOR,2021
Team,72.0,17430.0,2778.0,6175.0,0.45,720.0,2141.0,0.336,2058.0,4034.0,0.51,1200.0,1614.0,0.743,751.0,2327.0,3078.0,1716.0,559.0,325.0,1114.0,1308.0,7476.0,Team_Totals,CLE,2021
Team/G,,242.1,38.6,85.8,0.45,10.0,29.7,0.336,28.6,56.0,0.51,16.7,22.4,0.743,10.4,32.3,42.8,23.8,7.8,4.5,15.5,18.2,103.8,Team_Per_Game,CLE,2021
Team,72.0,17330.0,2754.0,6423.0,0.429,784.0,2288.0,0.343,1970.0,4135.0,0.476,1196.0,1543.0,0.775,747.0,2525.0,3272.0,1571.0,496.0,318.0,924.0,1237.0,7488.0,Team_Totals,ORL,2021
Team/G,,240.7,38.3,89.2,0.429,10.9,31.8,0.343,27.4,57.4,0.476,16.6,21.4,0.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,104.0,Team_Per_Game,ORL,2021
Team,72.0,17430.0,2783.0,6162.0,0.452,832.0,2370.0,0.351,1951.0,3792.0,0.515,1278.0,1683.0,0.759,694.0,2381.0,3075.0,1743.0,531.0,371.0,1075.0,1477.0,7676.0,Team_Totals,DET,2021
Team/G,,242.1,38.7,85.6,0.452,11.6,32.9,0.351,27.1,52.7,0.515,17.8,23.4,0.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6,Team_Per_Game,DET,2021
Team,72.0,17355.0,2971.0,6344.0,0.468,1205.0,3098.0,0.389,1766.0,3246.0,0.544,1235.0,1546.0,0.799,765.0,2709.0,3474.0,1703.0,474.0,371.0,1023.0,1335.0,8382.0,Team_Totals,UTA,2021
Team/G,,241.0,41.3,88.1,0.468,16.7,43.0,0.389,24.5,45.1,0.544,17.2,21.5,0.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4,Team_Per_Game,UTA,2021
Team,72.0,17480.0,3118.0,6357.0,0.49,940.0,2490.0,0.378,2178.0,3867.0,0.563,1124.0,1347.0,0.834,630.0,2462.0,3092.0,1939.0,517.0,312.0,902.0,1374.0,8300.0,Team_Totals,PHO,2021
Team/G,,242.8,43.3,88.3,0.49,13.1,34.6,0.378,30.3,53.7,0.563,15.6,18.7,0.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3,Team_Per_Game,PHO,2021
Team,72.0,17480.0,3114.0,6422.0,0.485,927.0,2462.0,0.377,2187.0,3960.0,0.552,1129.0,1406.0,0.803,758.0,2442.0,3200.0,1933.0,582.0,323.0,972.0,1374.0,8284.0,Team_Totals,DEN,2021
Team/G,,242.8,43.3,89.2,0.485,12.9,34.2,0.377,30.4,55.0,0.552,15.7,19.5,0.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,115.1,Team_Per_Game,DEN,2021
Team,72.0,17280.0,3009.0,6242.0,0.482,1027.0,2498.0,0.411,1982.0,3744.0,0.529,1164.0,1387.0,0.839,678.0,2501.0,3179.0,1756.0,509.0,295.0,950.0,1383.0,8209.0,Team_Totals,LAC,2021
Team/G,,240.0,41.8,86.7,0.482,14.3,34.7,0.411,27.5,52.0,0.529,16.2,19.3,0.839,9.4,34.7,44.2,24.4,7.1,4.1,13.2,19.2,114.0,Team_Per_Game,LAC,2021
Team,72.0,17305.0,2958.0,6287.0,0.47,994.0,2744.0,0.362,1964.0,3543.0,0.554,1186.0,1524.0,0.778,657.0,2463.0,3120.0,1647.0,450.0,311.0,869.0,1396.0,8096.0,Team_Totals,DAL,2021
Team/G,,240.3,41.1,87.3,0.47,13.8,38.1,0.362,27.3,49.2,0.554,16.5,21.2,0.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4,Team_Per_Game,DAL,2021
Team,72.0,17305.0,2973.0,6558.0,0.453,1132.0,2939.0,0.385,1841.0,3619.0,0.509,1282.0,1558.0,0.823,766.0,2441.0,3207.0,1531.0,496.0,363.0,799.0,1362.0,8360.0,Team_Totals,POR,2021
Team/G,,240.3,41.3,91.1,0.453,15.7,40.8,0.385,25.6,50.3,0.509,17.8,21.6,0.823,10.6,33.9,44.5,21.3,6.9,5.0,11.1,18.9,116.1,Team_Per_Game,POR,2021
Team,72.0,17455.0,2925.0,6197.0,0.472,796.0,2248.0,0.354,2129.0,3949.0,0.539,1241.0,1679.0,0.739,695.0,2490.0,3185.0,1775.0,562.0,386.0,1095.0,1377.0,7887.0,Team_Totals,LAL,2021
Team/G,,242.4,40.6,86.1,0.472,11.1,31.2,0.354,29.6,54.8,0.539,17.2,23.3,0.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,109.5,Team_Per_Game,LAL,2021
Team,72.0,17305.0,2973.0,6347.0,0.468,1048.0,2789.0,0.376,1925.0,3558.0,0.541,1193.0,1520.0,0.785,574.0,2524.0,3098.0,1991.0,587.0,342.0,1080.0,1526.0,8187.0,Team_Totals,GSW,2021
Team/G,,240.3,41.3,88.2,0.468,14.6,38.7,0.376,26.7,49.4,0.541,16.6,21.1,0.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,113.7,Team_Per_Game,GSW,2021
Team,72.0,17405.0,3085.0,6608.0,0.467,803.0,2258.0,0.356,2282.0,4350.0,0.525,1184.0,1536.0,0.771,803.0,2543.0,3346.0,1938.0,655.0,364.0,957.0,1349.0,8157.0,Team_Totals,MEM,2021
Team/G,,241.7,42.8,91.8,0.467,11.2,31.4,0.356,31.7,60.4,0.525,16.4,21.3,0.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,113.3,Team_Per_Game,MEM,2021
Team,72.0,17480.0,3014.0,6518.0,0.462,716.0,2046.0,0.35,2298.0,4472.0,0.514,1254.0,1584.0,0.792,669.0,2489.0,3158.0,1759.0,505.0,366.0,821.0,1293.0,7998.0,Team_Totals,SAS,2021
Team/G,,242.8,41.9,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22.0,0.792,9.3,34.6,43.9,24.4,7.0,5.1,11.4,18.0,111.1,Team_Per_Game,SAS,2021
Team,72.0,17430.0,3060.0,6412.0,0.477,762.0,2190.0,0.348,2298.0,4222.0,0.544,1369.0,1878.0,0.729,845.0,2568.0,3413.0,1872.0,545.0,315.0,1052.0,1295.0,8251.0,Team_Totals,NOP,2021
Team/G,,242.1,42.5,89.1,0.477,10.6,30.4,0.348,31.9,58.6,0.544,19.0,26.1,0.729,11.7,35.7,47.4,26.0,7.6,4.4,14.6,18.0,114.6,Team_Per_Game,NOP,2021
Team,72.0,17305.0,3067.0,6382.0,0.481,874.0,2400.0,0.364,2193.0,3982.0,0.551,1181.0,1585.0,0.745,674.0,2307.0,2981.0,1836.0,543.0,358.0,963.0,1400.0,8189.0,Team_Totals,SAC,2021
Team/G,,240.3,42.6,88.6,0.481,12.1,33.3,0.364,30.5,55.3,0.551,16.4,22.0,0.745,9.4,32.0,41.4,25.5,7.5,5.0,13.4,19.4,113.7,Team_Per_Game,SAC,2021
Team,72.0,17405.0,2932.0,6546.0,0.448,944.0,2706.0,0.349,1988.0,3840.0,0.518,1265.0,1662.0,0.761,757.0,2376.0,3133.0,1846.0,632.0,398.0,1027.0,1507.0,8073.0,Team_Totals,MIN,2021
Team/G,,241.7,40.7,90.9,0.448,13.1,37.6,0.349,27.6,53.3,0.518,17.6,23.1,0.761,10.5,33.0,43.5,25.6,8.8,5.5,14.3,20.9,112.1,Team_Per_Game,MIN,2021
Team,72.0,17355.0,2795.0,6338.0,0.441,857.0,2529.0,0.339,1938.0,3809.0,0.509,1113.0,1536.0,0.725,715.0,2568.0,3283.0,1588.0,504.0,316.0,1162.0,1305.0,7560.0,Team_Totals,OKC,2021
Team/G,,241.0,38.8,88.0,0.441,11.9,35.1,0.339,26.9,52.9,0.509,15.5,21.3,0.725,9.9,35.7,45.6,22.1,7.0,4.4,16.1,18.1,105.0,Team_Per_Game,OKC,2021
Team,72.0,17305.0,2826.0,6372.0,0.444,992.0,2923.0,0.339,1834.0,3449.0,0.532,1189.0,1606.0,0.74,671.0,2396.0,3067.0,1699.0,546.0,361.0,1060.0,1407.0,7833.0,Team_Totals,HOU,2021
Team/G,,240.3,39.3,88.5,0.444,13.8,40.6,0.339,25.5,47.9,0.532,16.5,22.3,0.74,9.3,33.3,42.6,23.6,7.6,5.0,14.7,19.5,108.8,Team_Per_Game,HOU,2021
Team,82.0,19855.0,3246.0,6954.0,0.467,1114.0,2936.0,0.379,2132.0,4018.0,0.531,1416.0,1753.0,0.808,807.0,2778.0,3585.0,2090.0,606.0,265.0,1194.0,1679.0,9022.0,Team_Totals,MIA,2022
Team/G,,242.1,39.6,84.8,0.467,13.6,35.8,0.379,26.0,49.0,0.531,17.3,21.4,0.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,110.0,Team_Per_Game,MIA,2022
Team,82.0,19905.0,3341.0,7167.0,0.466,1085.0,3044.0,0.356,2256.0,4123.0,0.547,1397.0,1713.0,0.816,863.0,2915.0,3778.0,2036.0,591.0,478.0,1118.0,1521.0,9164.0,Team_Totals,BOS,2022
Team/G,,242.7,40.7,87.4,0.466,13.2,37.1,0.356,27.5,50.3,0.547,17.0,20.9,0.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8,Team_Per_Game,BOS,2022
