player,G,MP,FG,FGA,FG_Pct,3P,3PA,3P_Pct,2P,2PA,2P_Pct,FT,FTA,FT_Pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Stat_Type,Tm_ID,Season_End_Year
Team,82.0,19830.0,2974.0,6462.0,0.46,446.0,1202.0,0.371,2528.0,5260.0,0.481,1345.0,1827.0,0.736,921.0,2619.0,3540.0,1931.0,582.0,524.0,1231.0,1947.0,7739.0,Team_Totals,MIA,2000
Team/G,,241.8,36.3,78.8,0.46,5.4,14.7,0.371,30.8,64.1,0.481,16.4,22.3,0.736,11.2,31.9,43.2,23.5,7.1,6.4,15.0,23.7,94.4,Team_Per_Game,MIA,2000
Team,82.0,19830.0,2897.0,6374.0,0.455,351.0,937.0,0.375,2546.0,5437.0,0.468,1410.0,1805.0,0.781,802.0,2521.0,3323.0,1588.0,515.0,349.0,1201.0,1983.0,7555.0,Team_Totals,NYK,2000
Team/G,,241.8,35.3,77.7,0.455,4.3,11.4,0.375,31.0,66.3,0.468,17.2,22.0,0.781,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2,92.1,Team_Per_Game,NYK,2000
Team,82.0,19830.0,2993.0,6776.0,0.442,208.0,643.0,0.323,2785.0,6133.0,0.454,1577.0,2226.0,0.708,1147.0,2468.0,3615.0,1817.0,791.0,386.0,1284.0,1939.0,7771.0,Team_Totals,PHI,2000
Team/G,,241.8,36.5,82.6,0.442,2.5,7.8,0.323,34.0,74.8,0.454,19.2,27.1,0.708,14.0,30.1,44.1,22.2,9.6,4.7,15.7,23.6,94.8,Team_Per_Game,PHI,2000
Team,82.0,19755.0,3169.0,7014.0,0.452,294.0,870.0,0.338,2875.0,6144.0,0.468,1574.0,2142.0,0.735,1145.0,2540.0,3685.0,1709.0,743.0,467.0,1443.0,1967.0,8206.0,Team_Totals,ORL,2000
Team/G,,240.9,38.6,85.5,0.452,3.6,10.6,0.338,35.1,74.9,0.468,19.2,26.1,0.735,14.0,31.0,44.9,20.8,9.1,5.7,17.6,24.0,100.1,Team_Per_Game,ORL,2000
Team,82.0,19730.0,3054.0,6880.0,0.444,417.0,1260.0,0.331,2637.0,5620.0,0.469,1621.0,2175.0,0.745,1108.0,2420.0,3528.0,1741.0,795.0,286.0,1259.0,2223.0,8146.0,Team_Totals,BOS,2000
Team/G,,240.6,37.2,83.9,0.444,5.1,15.4,0.331,32.2,68.5,0.469,19.8,26.5,0.745,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1,99.3,Team_Per_Game,BOS,2000
Team,82.0,19830.0,2979.0,6881.0,0.433,477.0,1374.0,0.347,2502.0,5507.0,0.454,1601.0,2041.0,0.784,1040.0,2315.0,3355.0,1688.0,720.0,393.0,1119.0,1913.0,8036.0,Team_Totals,NJN,2000
Team/G,,241.8,36.3,83.9,0.433,5.8,16.8,0.347,30.5,67.2,0.454,19.5,24.9,0.784,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,98.0,Team_Per_Game,NJN,2000
Team,82.0,19805.0,3010.0,6681.0,0.451,335.0,890.0,0.376,2675.0,5791.0,0.462,1566.0,2107.0,0.743,1064.0,2438.0,3502.0,1771.0,593.0,383.0,1320.0,2149.0,7921.0,Team_Totals,WAS,2000
Team/G,,241.5,36.7,81.5,0.451,4.1,10.9,0.376,32.6,70.6,0.462,19.1,25.7,0.743,13.0,29.7,42.7,21.6,7.2,4.7,16.1,26.2,96.6,Team_Per_Game,WAS,2000
Team,82.0,19730.0,3047.0,6640.0,0.459,583.0,1487.0,0.392,2464.0,5153.0,0.478,1629.0,2008.0,0.811,842.0,2612.0,3454.0,1857.0,559.0,422.0,1159.0,1786.0,8306.0,Team_Totals,IND,2000
Team/G,,240.6,37.2,81.0,0.459,7.1,18.1,0.392,30.0,62.8,0.478,19.9,24.5,0.811,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3,Team_Per_Game,IND,2000
Team,82.0,19780.0,2935.0,6533.0,0.449,339.0,1001.0,0.339,2596.0,5532.0,0.469,1863.0,2458.0,0.758,884.0,2635.0,3519.0,2023.0,732.0,480.0,1206.0,1670.0,8072.0,Team_Totals,CHH,2000
Team/G,,241.2,35.8,79.7,0.449,4.1,12.2,0.339,31.7,67.5,0.469,22.7,30.0,0.758,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4,98.4,Team_Per_Game,CHH,2000
Team,82.0,19755.0,2980.0,6882.0,0.433,425.0,1171.0,0.363,2555.0,5711.0,0.447,1583.0,2068.0,0.765,1098.0,2449.0,3547.0,1947.0,666.0,544.0,1137.0,1989.0,7968.0,Team_Totals,TOR,2000
Team/G,,240.9,36.3,83.9,0.433,5.2,14.3,0.363,31.2,69.6,0.447,19.3,25.2,0.765,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2,Team_Per_Game,TOR,2000
Team,82.0,19830.0,3044.0,6635.0,0.459,439.0,1223.0,0.359,2605.0,5412.0,0.481,1956.0,2506.0,0.781,917.0,2458.0,3375.0,1707.0,665.0,273.0,1288.0,2011.0,8483.0,Team_Totals,DET,2000
Team/G,,241.8,37.1,80.9,0.459,5.4,14.9,0.359,31.8,66.0,0.481,23.9,30.6,0.781,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,103.5,Team_Per_Game,DET,2000
Team,82.0,19855.0,3174.0,6827.0,0.465,394.0,1069.0,0.369,2780.0,5758.0,0.483,1558.0,1982.0,0.786,1016.0,2373.0,3389.0,1852.0,671.0,381.0,1230.0,2020.0,8300.0,Team_Totals,MIL,2000
Team/G,,242.1,38.7,83.3,0.465,4.8,13.0,0.369,33.9,70.2,0.483,19.0,24.2,0.786,12.4,28.9,41.3,22.6,8.2,4.6,15.0,24.6,101.2,Team_Per_Game,MIL,2000
Team,82.0,19855.0,2977.0,6734.0,0.442,343.0,919.0,0.373,2634.0,5815.0,0.453,1653.0,2205.0,0.75,1010.0,2499.0,3509.0,1941.0,715.0,363.0,1427.0,2219.0,7950.0,Team_Totals,CLE,2000
Team/G,,242.1,36.3,82.1,0.442,4.2,11.2,0.373,32.1,70.9,0.453,20.2,26.9,0.75,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0,Team_Per_Game,CLE,2000
Team,82.0,19830.0,3000.0,6807.0,0.441,258.0,814.0,0.317,2742.0,5993.0,0.458,1477.0,1987.0,0.743,1146.0,2570.0,3716.0,1548.0,500.0,461.0,1266.0,1718.0,7735.0,Team_Totals,ATL,2000
Team/G,,241.8,36.6,83.0,0.441,3.1,9.9,0.317,33.4,73.1,0.458,18.0,24.2,0.743,14.0,31.3,45.3,18.9,6.1,5.6,15.4,21.0,94.3,Team_Per_Game,ATL,2000
Team,82.0,19805.0,2565.0,6180.0,0.415,340.0,1032.0,0.329,2225.0,5148.0,0.432,1482.0,2089.0,0.709,1032.0,2323.0,3355.0,1645.0,646.0,383.0,1557.0,1908.0,6952.0,Team_Totals,CHI,2000
Team/G,,241.5,31.3,75.4,0.415,4.1,12.6,0.329,27.1,62.8,0.432,18.1,25.5,0.709,12.6,28.3,40.9,20.1,7.9,4.7,19.0,23.3,84.8,Team_Per_Game,CHI,2000
Team,82.0,19755.0,2962.0,6380.0,0.464,329.0,854.0,0.385,2633.0,5526.0,0.476,1661.0,2150.0,0.773,936.0,2426.0,3362.0,2041.0,629.0,446.0,1220.0,2013.0,7914.0,Team_Totals,UTA,2000
Team/G,,240.9,36.1,77.8,0.464,4.0,10.4,0.385,32.1,67.4,0.476,20.3,26.2,0.773,11.4,29.6,41.0,24.9,7.7,5.4,14.9,24.5,96.5,Team_Per_Game,UTA,2000
Team,82.0,19855.0,2952.0,6393.0,0.462,330.0,882.0,0.374,2622.0,5511.0,0.476,1652.0,2214.0,0.746,927.0,2666.0,3593.0,1819.0,614.0,551.0,1233.0,1716.0,7886.0,Team_Totals,SAS,2000
Team/G,,242.1,36.0,78.0,0.462,4.0,10.8,0.374,32.0,67.2,0.476,20.1,27.0,0.746,11.3,32.5,43.8,22.2,7.5,6.7,15.0,20.9,96.2,Team_Per_Game,SAS,2000
Team,82.0,19905.0,3226.0,6910.0,0.467,248.0,716.0,0.346,2978.0,6194.0,0.481,1379.0,1769.0,0.78,1016.0,2471.0,3487.0,2205.0,622.0,444.0,1139.0,1913.0,8079.0,Team_Totals,MIN,2000
Team/G,,242.7,39.3,84.3,0.467,3.0,8.7,0.346,36.3,75.5,0.481,16.8,21.6,0.78,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,98.5,Team_Per_Game,MIN,2000
Team,82.0,19730.0,3195.0,7047.0,0.453,519.0,1326.0,0.391,2676.0,5721.0,0.468,1407.0,1751.0,0.804,931.0,2444.0,3375.0,1810.0,592.0,416.0,1124.0,1770.0,8316.0,Team_Totals,DAL,2000
Team/G,,240.6,39.0,85.9,0.453,6.3,16.2,0.391,32.6,69.8,0.468,17.2,21.4,0.804,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4,Team_Per_Game,DAL,2000
Team,82.0,19855.0,3057.0,6911.0,0.442,470.0,1397.0,0.336,2587.0,5514.0,0.469,1531.0,2116.0,0.724,1073.0,2590.0,3663.0,1911.0,554.0,618.0,1281.0,1962.0,8115.0,Team_Totals,DEN,2000
Team/G,,242.1,37.3,84.3,0.442,5.7,17.0,0.336,31.5,67.2,0.469,18.7,25.8,0.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0,Team_Per_Game,DEN,2000
Team,82.0,19830.0,3001.0,6664.0,0.45,581.0,1625.0,0.358,2420.0,5039.0,0.48,1573.0,2145.0,0.733,1008.0,2586.0,3594.0,1774.0,613.0,438.0,1425.0,1663.0,8156.0,Team_Totals,HOU,2000
Team/G,,241.8,36.6,81.3,0.45,7.1,19.8,0.358,29.5,61.5,0.48,19.2,26.2,0.733,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3,99.5,Team_Per_Game,HOU,2000
Team,82.0,19855.0,2892.0,6441.0,0.449,324.0,898.0,0.361,2568.0,5543.0,0.463,1594.0,2060.0,0.774,1005.0,2324.0,3329.0,1700.0,608.0,346.0,1381.0,1881.0,7702.0,Team_Totals,VAN,2000
Team/G,,242.1,35.3,78.5,0.449,4.0,11.0,0.361,31.3,67.6,0.463,19.4,25.1,0.774,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9,93.9,Team_Per_Game,VAN,2000
Team,82.0,19805.0,3137.0,6836.0,0.459,344.0,1047.0,0.329,2793.0,5789.0,0.482,1649.0,2368.0,0.696,1117.0,2738.0,3855.0,1921.0,613.0,534.0,1143.0,1841.0,8267.0,Team_Totals,LAL,2000
Team/G,,241.5,38.3,83.4,0.459,4.2,12.8,0.329,34.1,70.6,0.482,20.1,28.9,0.696,13.6,33.4,47.0,23.4,7.5,6.5,13.9,22.5,100.8,Team_Per_Game,LAL,2000
Team,82.0,19780.0,3021.0,6430.0,0.47,407.0,1128.0,0.361,2614.0,5302.0,0.493,1542.0,2029.0,0.76,966.0,2560.0,3526.0,1925.0,633.0,396.0,1243.0,1865.0,7991.0,Team_Totals,POR,2000
Team/G,,241.2,36.8,78.4,0.47,5.0,13.8,0.361,31.9,64.7,0.493,18.8,24.7,0.76,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,Team_Per_Game,POR,2000
Team,82.0,19805.0,3093.0,6771.0,0.457,458.0,1246.0,0.368,2635.0,5525.0,0.477,1467.0,1934.0,0.759,1022.0,2558.0,3580.0,2098.0,744.0,433.0,1368.0,1973.0,8111.0,Team_Totals,PHO,2000
Team/G,,241.5,37.7,82.6,0.457,5.6,15.2,0.368,32.1,67.4,0.477,17.9,23.6,0.759,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1,98.9,Team_Per_Game,PHO,2000
Team,82.0,19780.0,3108.0,6946.0,0.447,546.0,1611.0,0.339,2562.0,5335.0,0.48,1363.0,1960.0,0.695,1042.0,2483.0,3525.0,1878.0,657.0,345.0,1152.0,1776.0,8125.0,Team_Totals,SEA,2000
Team/G,,241.2,37.9,84.7,0.447,6.7,19.6,0.339,31.2,65.1,0.48,16.6,23.9,0.695,12.7,30.3,43.0,22.9,8.0,4.2,14.0,21.7,99.1,Team_Per_Game,SEA,2000
Team,82.0,19805.0,3276.0,7288.0,0.45,534.0,1656.0,0.322,2742.0,5632.0,0.487,1521.0,2016.0,0.754,1056.0,2635.0,3691.0,1953.0,787.0,381.0,1325.0,1729.0,8607.0,Team_Totals,SAC,2000
Team/G,,241.5,40.0,88.9,0.45,6.5,20.2,0.322,33.4,68.7,0.487,18.5,24.6,0.754,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1,105.0,Team_Per_Game,SAC,2000
Team,82.0,19755.0,2996.0,7140.0,0.42,345.0,1069.0,0.323,2651.0,6071.0,0.437,1497.0,2147.0,0.697,1300.0,2438.0,3738.0,1851.0,731.0,356.0,1302.0,2043.0,7834.0,Team_Totals,GSW,2000
Team/G,,240.9,36.5,87.1,0.42,4.2,13.0,0.323,32.3,74.0,0.437,18.3,26.2,0.697,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5,Team_Per_Game,GSW,2000
Team,82.0,19705.0,2877.0,6757.0,0.426,429.0,1267.0,0.339,2448.0,5490.0,0.446,1363.0,1826.0,0.746,955.0,2377.0,3332.0,1479.0,578.0,494.0,1325.0,1821.0,7546.0,Team_Totals,LAC,2000
Team/G,,240.3,35.1,82.4,0.426,5.2,15.5,0.339,29.9,67.0,0.446,16.6,22.3,0.746,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2,92.0,Team_Per_Game,LAC,2000
Team,82.0,19855.0,2902.0,6487.0,0.447,262.0,803.0,0.326,2640.0,5684.0,0.464,1697.0,2277.0,0.745,1075.0,2600.0,3675.0,1692.0,690.0,408.0,1292.0,1673.0,7763.0,Team_Totals,PHI,2001
Team/G,,242.1,35.4,79.1,0.447,3.2,9.8,0.326,32.2,69.3,0.464,20.7,27.8,0.745,13.1,31.7,44.8,20.6,8.4,5.0,15.8,20.4,94.7,Team_Per_Game,PHI,2001
Team,82.0,19880.0,2694.0,6258.0,0.43,478.0,1384.0,0.345,2216.0,4874.0,0.455,1423.0,1874.0,0.759,813.0,2435.0,3248.0,1630.0,633.0,304.0,1122.0,1726.0,7289.0,Team_Totals,MIA,2001
Team/G,,242.4,32.9,76.3,0.43,5.8,16.9,0.345,27.0,59.4,0.455,17.4,22.9,0.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0,88.9,Team_Per_Game,MIA,2001
Team,82.0,19905.0,2755.0,6198.0,0.444,391.0,1115.0,0.351,2364.0,5083.0,0.465,1374.0,1727.0,0.796,773.0,2524.0,3297.0,1520.0,545.0,346.0,1189.0,1863.0,7275.0,Team_Totals,NYK,2001
Team/G,,242.7,33.6,75.6,0.444,4.8,13.6,0.351,28.8,62.0,0.465,16.8,21.1,0.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,Team_Per_Game,NYK,2001
Team,82.0,19955.0,3013.0,6873.0,0.438,490.0,1346.0,0.364,2523.0,5527.0,0.456,1476.0,2068.0,0.714,1069.0,2450.0,3519.0,1803.0,674.0,481.0,1245.0,2071.0,7992.0,Team_Totals,ORL,2001
Team/G,,243.4,36.7,83.8,0.438,6.0,16.4,0.364,30.8,67.4,0.456,18.0,25.2,0.714,13.0,29.9,42.9,22.0,8.2,5.9,15.2,25.3,97.5,Team_Per_Game,ORL,2001
Team,82.0,19830.0,2773.0,6485.0,0.428,592.0,1633.0,0.363,2181.0,4852.0,0.45,1621.0,2190.0,0.74,897.0,2367.0,3264.0,1708.0,769.0,336.0,1285.0,1952.0,7759.0,Team_Totals,BOS,2001
Team/G,,241.8,33.8,79.1,0.428,7.2,19.9,0.363,26.6,59.2,0.45,19.8,26.7,0.74,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,Team_Per_Game,BOS,2001
Team,82.0,19730.0,2781.0,6550.0,0.425,361.0,1084.0,0.333,2420.0,5466.0,0.443,1629.0,2146.0,0.759,909.0,2337.0,3246.0,1603.0,649.0,407.0,1208.0,1982.0,7552.0,Team_Totals,NJN,2001
Team/G,,240.6,33.9,79.9,0.425,4.4,13.2,0.333,29.5,66.7,0.443,19.9,26.2,0.759,11.1,28.5,39.6,19.5,7.9,5.0,14.7,24.2,92.1,Team_Per_Game,NJN,2001
Team,82.0,19680.0,2833.0,6453.0,0.439,275.0,848.0,0.324,2558.0,5605.0,0.456,1704.0,2245.0,0.759,1016.0,2370.0,3386.0,1647.0,630.0,383.0,1391.0,1913.0,7645.0,Team_Totals,WAS,2001
Team/G,,240.0,34.5,78.7,0.439,3.4,10.3,0.324,31.2,68.4,0.456,20.8,27.4,0.759,12.4,28.9,41.3,20.1,7.7,4.7,17.0,23.3,93.2,Team_Per_Game,WAS,2001
Team,82.0,19780.0,3112.0,6798.0,0.458,562.0,1481.0,0.379,2550.0,5317.0,0.48,1474.0,1874.0,0.787,975.0,2500.0,3475.0,1844.0,672.0,386.0,1123.0,1928.0,8260.0,Team_Totals,MIL,2001
Team/G,,241.2,38.0,82.9,0.458,6.9,18.1,0.379,31.1,64.8,0.48,18.0,22.9,0.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,Team_Per_Game,MIL,2001
Team,82.0,19955.0,3048.0,6972.0,0.437,429.0,1164.0,0.369,2619.0,5808.0,0.451,1482.0,1984.0,0.747,1118.0,2529.0,3647.0,2004.0,599.0,519.0,1080.0,1745.0,8007.0,Team_Totals,TOR,2001
Team/G,,243.4,37.2,85.0,0.437,5.2,14.2,0.369,31.9,70.8,0.451,18.1,24.2,0.747,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3,97.6,Team_Per_Game,TOR,2001
Team,82.0,19880.0,2800.0,6501.0,0.431,340.0,984.0,0.346,2460.0,5517.0,0.446,1599.0,2146.0,0.745,1033.0,2608.0,3641.0,1900.0,665.0,455.0,1183.0,1753.0,7539.0,Team_Totals,CHH,2001
Team/G,,242.4,34.1,79.3,0.431,4.1,12.0,0.346,30.0,67.3,0.446,19.5,26.2,0.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,Team_Per_Game,CHH,2001
Team,82.0,19980.0,2828.0,6431.0,0.44,396.0,1159.0,0.342,2432.0,5272.0,0.461,1539.0,2009.0,0.766,921.0,2595.0,3516.0,1763.0,563.0,487.0,1244.0,1926.0,7591.0,Team_Totals,IND,2001
Team/G,,243.7,34.5,78.4,0.44,4.8,14.1,0.342,29.7,64.3,0.461,18.8,24.5,0.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,Team_Per_Game,IND,2001
Team,82.0,19855.0,2919.0,6880.0,0.424,389.0,1112.0,0.35,2530.0,5768.0,0.439,1610.0,2233.0,0.721,1108.0,2626.0,3734.0,1629.0,613.0,447.0,1304.0,1955.0,7837.0,Team_Totals,DET,2001
Team/G,,242.1,35.6,83.9,0.424,4.7,13.6,0.35,30.9,70.3,0.439,19.6,27.2,0.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6,Team_Per_Game,DET,2001
Team,82.0,19830.0,2890.0,6532.0,0.442,220.0,659.0,0.334,2670.0,5873.0,0.455,1561.0,2040.0,0.765,1015.0,2440.0,3455.0,1708.0,642.0,436.0,1350.0,1904.0,7561.0,Team_Totals,CLE,2001
Team/G,,241.8,35.2,79.7,0.442,2.7,8.0,0.334,32.6,71.6,0.455,19.0,24.9,0.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,Team_Per_Game,CLE,2001
Team,82.0,19730.0,2876.0,6668.0,0.431,333.0,933.0,0.357,2543.0,5735.0,0.443,1374.0,1811.0,0.759,1028.0,2490.0,3518.0,1559.0,634.0,387.0,1368.0,1863.0,7459.0,Team_Totals,ATL,2001
Team/G,,240.6,35.1,81.3,0.431,4.1,11.4,0.357,31.0,69.9,0.443,16.8,22.1,0.759,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0,Team_Per_Game,ATL,2001
Team,82.0,19855.0,2721.0,6411.0,0.424,329.0,950.0,0.346,2392.0,5461.0,0.438,1410.0,1909.0,0.739,926.0,2260.0,3186.0,1810.0,675.0,379.0,1292.0,1902.0,7181.0,Team_Totals,CHI,2001
Team/G,,242.1,33.2,78.2,0.424,4.0,11.6,0.346,29.2,66.6,0.438,17.2,23.3,0.739,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,Team_Per_Game,CHI,2001
Team,82.0,19830.0,2884.0,6262.0,0.461,445.0,1094.0,0.407,2439.0,5168.0,0.472,1673.0,2340.0,0.715,902.0,2712.0,3614.0,1778.0,568.0,576.0,1145.0,1551.0,7886.0,Team_Totals,SAS,2001
Team/G,,241.8,35.2,76.4,0.461,5.4,13.3,0.407,29.7,63.0,0.472,20.4,28.5,0.715,11.0,33.1,44.1,21.7,6.9,7.0,14.0,18.9,96.2,Team_Per_Game,SAS,2001
Team,82.0,19780.0,2960.0,6289.0,0.471,325.0,852.0,0.381,2635.0,5437.0,0.485,1714.0,2280.0,0.752,943.0,2383.0,3326.0,2110.0,661.0,463.0,1296.0,2107.0,7959.0,Team_Totals,UTA,2001
Team/G,,241.2,36.1,76.7,0.471,4.0,10.4,0.381,32.1,66.3,0.485,20.9,27.8,0.752,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1,Team_Per_Game,UTA,2001
Team,82.0,19805.0,3085.0,6716.0,0.459,517.0,1357.0,0.381,2568.0,5359.0,0.479,1552.0,1954.0,0.794,831.0,2571.0,3402.0,1740.0,618.0,492.0,1141.0,1907.0,8239.0,Team_Totals,DAL,2001
Team/G,,241.5,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6.0,13.9,23.3,100.5,Team_Per_Game,DAL,2001
Team,82.0,19830.0,3148.0,6871.0,0.458,322.0,901.0,0.357,2826.0,5970.0,0.473,1364.0,1737.0,0.785,1002.0,2470.0,3472.0,2083.0,682.0,456.0,1136.0,1900.0,7982.0,Team_Totals,MIN,2001
Team/G,,241.8,38.4,83.8,0.458,3.9,11.0,0.357,34.5,72.8,0.473,16.6,21.2,0.785,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,Team_Per_Game,MIN,2001
Team,82.0,19830.0,2943.0,6494.0,0.453,504.0,1412.0,0.357,2439.0,5082.0,0.48,1582.0,2086.0,0.758,919.0,2524.0,3443.0,1613.0,587.0,358.0,1204.0,1657.0,7972.0,Team_Totals,HOU,2001
Team/G,,241.8,35.9,79.2,0.453,6.1,17.2,0.357,29.7,62.0,0.48,19.3,25.4,0.758,11.2,30.8,42.0,19.7,7.2,4.4,14.7,20.2,97.2,Team_Per_Game,HOU,2001
Team,82.0,19780.0,2979.0,6877.0,0.433,512.0,1444.0,0.355,2467.0,5433.0,0.454,1448.0,1964.0,0.737,1044.0,2583.0,3627.0,1970.0,552.0,538.0,1136.0,1820.0,7918.0,Team_Totals,DEN,2001
Team/G,,241.2,36.3,83.9,0.433,6.2,17.6,0.355,30.1,66.3,0.454,17.7,24.0,0.737,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2,96.6,Team_Per_Game,DEN,2001
Team,82.0,19780.0,2870.0,6539.0,0.439,325.0,947.0,0.343,2545.0,5592.0,0.455,1457.0,1892.0,0.77,894.0,2431.0,3325.0,1899.0,586.0,359.0,1291.0,1733.0,7522.0,Team_Totals,VAN,2001
Team/G,,241.2,35.0,79.7,0.439,4.0,11.5,0.343,31.0,68.2,0.455,17.8,23.1,0.77,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7,Team_Per_Game,VAN,2001
Team,82.0,19905.0,3109.0,6685.0,0.465,439.0,1275.0,0.344,2670.0,5410.0,0.494,1594.0,2333.0,0.683,1085.0,2583.0,3668.0,1888.0,564.0,490.0,1184.0,1872.0,8251.0,Team_Totals,LAL,2001
Team/G,,242.7,37.9,81.5,0.465,5.4,15.5,0.344,32.6,66.0,0.494,19.4,28.5,0.683,13.2,31.5,44.7,23.0,6.9,6.0,14.4,22.8,100.6,Team_Per_Game,LAL,2001
Team,82.0,20080.0,3132.0,6969.0,0.449,479.0,1353.0,0.354,2653.0,5616.0,0.472,1600.0,2075.0,0.771,987.0,2705.0,3692.0,1852.0,793.0,432.0,1221.0,1596.0,8343.0,Team_Totals,SAC,2001
Team/G,,244.9,38.2,85.0,0.449,5.8,16.5,0.354,32.4,68.5,0.472,19.5,25.3,0.771,12.0,33.0,45.0,22.6,9.7,5.3,14.9,19.5,101.7,Team_Per_Game,SAC,2001
Team,82.0,19805.0,2944.0,6757.0,0.436,332.0,1054.0,0.315,2612.0,5703.0,0.458,1490.0,1973.0,0.755,970.0,2529.0,3499.0,1905.0,775.0,429.0,1250.0,1864.0,7710.0,Team_Totals,PHO,2001
Team/G,,241.5,35.9,82.4,0.436,4.0,12.9,0.315,31.9,69.5,0.458,18.2,24.1,0.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94.0,Team_Per_Game,PHO,2001
Team,82.0,19780.0,3004.0,6417.0,0.468,369.0,1057.0,0.349,2635.0,5360.0,0.492,1447.0,1899.0,0.762,960.0,2481.0,3441.0,1963.0,672.0,419.0,1257.0,1745.0,7824.0,Team_Totals,POR,2001
Team/G,,241.2,36.6,78.3,0.468,4.5,12.9,0.349,32.1,65.4,0.492,17.6,23.2,0.762,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4,Team_Per_Game,POR,2001
Team,82.0,19805.0,3029.0,6649.0,0.456,466.0,1169.0,0.399,2563.0,5480.0,0.468,1454.0,1986.0,0.732,999.0,2422.0,3421.0,1792.0,657.0,409.0,1252.0,1733.0,7978.0,Team_Totals,SEA,2001
Team/G,,241.5,36.9,81.1,0.456,5.7,14.3,0.399,31.3,66.8,0.468,17.7,24.2,0.732,12.2,29.5,41.7,21.9,8.0,5.0,15.3,21.1,97.3,Team_Per_Game,SEA,2001
Team,82.0,20030.0,2896.0,6467.0,0.448,360.0,1063.0,0.339,2536.0,5404.0,0.469,1429.0,2061.0,0.693,962.0,2559.0,3521.0,1585.0,490.0,513.0,1293.0,1775.0,7581.0,Team_Totals,LAC,2001
Team/G,,244.3,35.3,78.9,0.448,4.4,13.0,0.339,30.9,65.9,0.469,17.4,25.1,0.693,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6,92.5,Team_Per_Game,LAC,2001
Team,82.0,19780.0,2937.0,7175.0,0.409,282.0,964.0,0.293,2655.0,6211.0,0.427,1428.0,2024.0,0.706,1345.0,2385.0,3730.0,1788.0,742.0,410.0,1301.0,1727.0,7584.0,Team_Totals,GSW,2001
Team/G,,241.2,35.8,87.5,0.409,3.4,11.8,0.293,32.4,75.7,0.427,17.4,24.7,0.706,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,92.5,Team_Per_Game,GSW,2001
Team,82.0,19830.0,3042.0,6816.0,0.446,403.0,1194.0,0.338,2639.0,5622.0,0.469,1402.0,1907.0,0.735,1039.0,2515.0,3554.0,1990.0,716.0,490.0,1189.0,1734.0,7889.0,Team_Totals,NJN,2002
Team/G,,241.8,37.1,83.1,0.446,4.9,14.6,0.338,32.2,68.6,0.469,17.1,23.3,0.735,12.7,30.7,43.3,24.3,8.7,6.0,14.5,21.1,96.2,Team_Per_Game,NJN,2002
Team,82.0,19830.0,2852.0,6731.0,0.424,699.0,1946.0,0.359,2153.0,4785.0,0.45,1498.0,1960.0,0.764,891.0,2570.0,3461.0,1722.0,793.0,292.0,1114.0,1776.0,7901.0,Team_Totals,BOS,2002
